Stock_ticker,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
PEP.OQ,-5.202900511588611,0.07000329029405136,2.7098145567387983,2.0664060210667663,0.18253997902721103,-0.10145833366120208,-1.2122280768637606,0.5379463904849061,-0.4453636905706288,-0.4578273460344336
CDW.OQ,0.05857136359255462,0.18986186009240794,0.8251376874230272,-0.29333376372972125,0.023315609113814063,-0.5803218451971335,0.11295012852636539,0.8385884075200579,-1.7409975181911297,-0.4824117733470885
USB.N,0.8676594567521866,-1.7749850920603238,2.3771797348442747,-2.2515321797622008,-1.4719424579287836,0.02832839880796112,-0.07934490406901423,0.5799462847417268,-0.6142810162205958,1.0610371881208316
RF.N,3.8532043905669138,-1.2614618928187094,0.6534819824698941,-0.6963293526082422,0.509650222268143,-0.8138529404811045,0.4084613746934628,-0.2441293322208809,0.10436984816207118,1.0363405873127103
AAL.OQ,6.172638688340718,-2.568436877308641,-1.123112645415276,0.586702907633569,-0.8902084981141897,0.8634324102442381,-3.169313549176942,-0.8690596143072409,-0.48869957918080664,1.5151838612969646
PSA.N,-3.178432111841428,0.6970486784317736,-0.41766444580730855,0.9768650589752811,-0.2815992774384833,-0.4561486473051061,0.7069363212451285,0.6888869204972348,1.0147329544199208,0.7600075261211204
FTV.N,0.43973806000075305,-0.1958328915126232,-0.4900254460228243,-0.17473649473640057,-0.24248528690237253,-1.2015659024076732,0.1888127636615229,-0.16779878498375247,0.7092687897231665,-0.280423303544966
BWA.N,2.5381695760925895,-1.4064312455149142,-0.7919568892354183,-0.6248428120364853,-0.18242599468104764,-0.011085435387620524,0.27016799662173835,-0.5519753194987449,0.04173587063455654,-0.729496326595459
KR.N,-6.222487737279434,-3.202620918091689,-0.5209414811042518,0.4330934465964692,0.8041352900884408,1.861645064808195,-0.25247895819822175,-0.0027115589773653026,-0.6170351864032776,0.2947789456197512
SWK.N,3.0279200218834466,-1.143259944272596,-2.211863498803512,-0.20644464003309443,-1.2842721814167475,1.4892068522635988,-0.06212543931915526,0.8742431563293981,-0.20836148581063857,-0.6375647431740383
PCG.N,1.8108137829746387,-1.3189858360988127,-0.04357262352687305,2.2059702298309127,0.5492672891320007,0.8635739888334951,-0.1819485164264214,0.7328299802831602,1.7823431110520163,0.36846051298735344
CLX.N,-6.806787884916235,-1.5454361711911395,-2.613516484164375,1.2457295557282377,1.869779726841687,0.24475256234217938,-1.329983614858129,1.9315220875148567,-1.4342760145652942,0.5396311469491363
PPG.N,0.41762591198949034,-0.14715671519194362,0.25007205935498855,-0.49901136454021733,-0.7843478010239354,-0.4409755693564552,-0.27627726458917656,0.0637882329854193,-0.7467153818026651,-0.789938971634591
CCI.N,-2.84158479231057,0.37396427487382805,-0.14291212998042052,-2.064961896670672,-1.6508998879719583,-1.2177720247940849,0.4301390593068274,1.568047450435163,0.2352574737135134,0.2394323906207598
ATVI.OQ,-4.874190343561841,-0.9952666314419425,0.5055480674717806,-0.9290887744092383,0.8820997175254572,2.7158446065965713,3.329612719900272,2.71932486041285,1.6230871609678226,1.5344391769646215
IEX.N,-1.464321052560655,0.018890417731600773,-1.0018430848789002,-1.2333672455252849,0.7645274719804127,-2.3994757818006875,0.20986266616000082,-0.7974501841890633,-0.2425097733921144,-0.18757961069059426
ABC.N,-3.6547367245657725,-3.140523214694872,0.6094840740820602,1.2200339762015946,0.17503745000785953,1.3410544740187882,-0.19087007554893487,-1.7626091345004533,0.01778171503751584,0.16103378359351628
ITW.N,-1.797144668757365,0.21422443750703304,-0.6198643948617444,-0.2296088974699304,2.2036716951634343,-0.6954879496088378,-0.4243651194480742,1.38464699658256,0.260542707218927,-0.4247845652545103
MNST.OQ,-3.814481439520722,2.2205995448808107,0.8795019812608785,1.666594825917268,0.7484710408423169,-1.7940206346559526,-0.3094818649242629,-2.0568652080410033,-1.399181582267238,0.14523793938635687
DFS.N,6.165695174098932,-0.0716518649486782,0.8796467116456127,-0.2846105305466654,-0.7889696445645885,-0.8122579316353771,-0.08428995568408304,0.1391536891735971,0.7148044268210421,-0.717836578569959
BKNG.OQ,1.1623324731234654,1.6328734265126241,1.6760431843164398,0.9636921380325791,0.623694700204736,-0.159674733635849,-1.1376295333057658,1.085605860121889,-0.6689144208247075,0.5173944389145322
DOW.N,1.9926701491186272,-1.8390697123834125,1.5206903133151375,-0.9278076873245014,0.8045770898098276,0.7716718723269502,0.39451087841970267,-0.32025785038232424,-0.7004091207499759,-0.6300899344299727
MSCI.N,-1.1034264622327696,3.072182749112624,-0.7577873035303345,-3.1535879307805414,-1.2533498920385424,-1.3196547550685804,1.3088743906301,-1.8649137940516756,1.8536189219400767,0.7456771845072135
IR.N,1.3472338871139988,0.0377634873283072,0.09372907825236815,1.3633216781938482,-0.03254150064026373,-0.9714903997102016,-0.14187103332191792,-0.9667821972762201,-0.19072541771562318,0.4866090864422584
