timestamp,S&P500,VIX,ValueOverGrowth,SmallOverLarge,USD_to_EUR,USD_to_GBP,JPY_to_USD,CNH_to_USD,MXN_to_USD,CAD_to_USD,_10_y_UST,_10_y_UST_real,_10_y_BE,_2s10s_UST,Brent_Crude,Return On Assets - Actual,Price To Sales Per Share,Total Debt To Enterprise Value,Price To Book Value Per Share,Company Market Capitalization,Trailing 30-day Price Net Change,Average Daily Value Traded - 30 Days,Weekly Sharpe Ratio - 2 Year,Volatility - 260 days,RSI Simple - 14 Days,Short Interest Pct,Days To Cover,Convexity
JNPR.N,0.364,0.604,0.38,0.36,0.39,0.297,0.719,0.731,0.78,0.671,0.533,0.61,0.432,0.204,0.422,0.396,0.37,0.378,0.418,0.093,0.271,0.226,0.723,0.297,0.147,0.756,0.558,0.442
MMC.N,0.261,0.747,0.376,0.277,0.345,0.311,0.515,0.705,0.642,0.695,0.428,0.604,0.36,0.259,0.465,0.608,0.665,0.323,0.842,0.816,0.911,0.723,0.982,0.103,0.729,0.044,0.261,0.523
LOW.N,0.669,0.358,0.18,0.529,0.432,0.584,0.176,0.709,0.463,0.505,0.127,0.083,0.703,0.085,0.727,0.893,0.236,0.59,0.036,0.869,0.857,0.865,0.618,0.491,0.406,0.539,0.741,0.543
IFF.N,0.388,0.592,0.43,0.428,0.305,0.214,0.655,0.612,0.661,0.657,0.507,0.669,0.343,0.808,0.329,0.327,0.392,0.697,0.228,0.469,0.186,0.378,0.107,0.705,0.04,0.475,0.455,0.554
KHC.OQ,0.057,0.927,0.919,0.198,0.053,0.069,0.826,0.958,0.921,0.923,0.699,0.909,0.206,0.745,0.198,0.227,0.354,0.695,0.115,0.699,0.617,0.711,0.432,0.145,0.913,0.251,0.382,0.046
HBAN.OQ,0.711,0.349,0.974,0.869,0.776,0.723,0.859,0.602,0.127,0.172,0.968,0.897,0.822,0.978,0.784,0.045,0.651,0.673,0.139,0.364,0.407,0.384,0.115,0.717,0.057,0.861,0.747,0.376
ED.N,0.042,0.982,0.897,0.032,0.119,0.099,0.194,0.925,0.911,0.943,0.309,0.907,0.028,0.261,0.006,0.134,0.42,0.861,0.236,0.554,0.73,0.491,0.838,0.042,0.616,0.602,0.83,0.168
MSFT.OQ,0.41,0.644,0.077,0.048,0.21,0.186,0.37,0.6,0.889,0.879,0.143,0.469,0.186,0.133,0.212,0.907,0.913,0.097,0.875,0.998,0.962,0.996,0.897,0.594,0.947,0.018,0.067,0.636
YUM.N,0.43,0.523,0.412,0.503,0.608,0.642,0.331,0.651,0.426,0.483,0.327,0.303,0.584,0.097,0.475,0.943,0.798,0.626,0.036,0.576,0.83,0.507,0.798,0.034,0.63,0.248,0.141,0.836
HD.N,0.436,0.527,0.216,0.386,0.307,0.424,0.333,0.774,0.681,0.725,0.154,0.198,0.487,0.178,0.495,0.945,0.374,0.305,1.0,0.964,0.739,0.937,0.392,0.372,0.424,0.356,0.659,0.513
ACGL.OQ,0.552,0.422,0.923,0.731,0.659,0.731,0.671,0.699,0.166,0.343,0.82,0.816,0.558,0.707,0.588,0.195,0.495,0.253,0.323,0.416,0.824,0.446,0.996,0.347,0.921,0.675,0.846,0.162
HPE.N,0.632,0.311,0.749,0.768,0.782,0.78,0.58,0.499,0.339,0.253,0.741,0.434,0.774,0.729,0.752,0.301,0.103,0.863,0.113,0.372,0.404,0.22,0.376,0.517,0.386,0.588,0.188,0.731
NEE.N,0.341,0.709,0.301,0.265,0.442,0.408,0.077,0.39,0.632,0.731,0.063,0.244,0.236,0.042,0.113,0.227,0.891,0.671,0.614,0.925,0.601,0.828,0.657,0.337,0.582,0.18,0.667,0.604
ABBV.N,0.105,0.834,0.667,0.18,0.137,0.131,0.378,0.861,0.822,0.881,0.513,0.877,0.101,0.372,0.234,0.821,0.762,0.545,0.945,0.958,0.143,0.917,0.826,0.065,0.051,0.077,0.511,0.341
MOH.N,0.323,0.77,0.295,0.242,0.356,0.376,0.253,0.572,0.699,0.808,0.422,0.691,0.257,0.402,0.21,0.473,0.087,0.459,0.764,0.343,0.974,0.253,0.725,0.358,0.832,0.687,0.501,0.143
EQIX.OQ,0.236,0.867,0.188,0.077,0.477,0.331,0.024,0.463,0.859,0.861,0.024,0.309,0.087,0.026,0.036,0.11,0.901,0.541,0.715,0.749,0.978,0.719,0.608,0.566,0.824,0.463,0.703,0.729
IBM.N,0.228,0.632,0.792,0.457,0.17,0.182,0.8,0.935,0.752,0.723,0.689,0.721,0.473,0.396,0.384,0.505,0.386,0.723,0.774,0.881,0.224,0.859,0.356,0.063,0.446,0.83,0.972,0.927
CNC.N,0.267,0.792,0.648,0.16,0.323,0.333,0.23,0.509,0.741,0.788,0.444,0.822,0.131,0.642,0.085,0.253,0.034,0.806,0.291,0.675,0.677,0.519,0.531,0.457,0.614,0.283,0.273,0.234
AON.N,0.311,0.648,0.436,0.301,0.388,0.305,0.673,0.663,0.519,0.636,0.6,0.505,0.588,0.463,0.578,0.565,0.768,0.44,0.036,0.754,0.956,0.657,0.909,0.105,0.741,0.036,0.107,0.366
TAP.N,0.192,0.806,0.99,0.525,0.091,0.156,0.895,0.794,0.638,0.588,0.842,0.895,0.467,0.899,0.535,0.2,0.152,0.836,0.097,0.089,0.887,0.244,0.677,0.309,0.998,0.873,0.964,0.586
NDSN.OQ,0.531,0.398,0.335,0.574,0.483,0.477,0.38,0.622,0.554,0.517,0.333,0.38,0.515,0.248,0.42,0.782,0.786,0.125,0.735,0.192,0.374,0.036,0.665,0.384,0.57,0.515,0.802,0.606
A.N,0.38,0.574,0.206,0.299,0.335,0.212,0.479,0.519,0.693,0.739,0.311,0.568,0.277,0.505,0.382,0.798,0.836,0.145,0.834,0.657,0.196,0.392,0.533,0.558,0.133,0.267,0.453,0.574
AEP.OQ,0.111,0.952,0.784,0.119,0.147,0.143,0.297,0.879,0.794,0.867,0.329,0.764,0.123,0.335,0.069,0.153,0.487,0.871,0.329,0.697,0.592,0.669,0.616,0.133,0.364,0.479,0.519,0.083
RJF.N,0.521,0.519,0.711,0.586,0.311,0.295,0.966,0.632,0.372,0.438,0.96,0.996,0.38,0.943,0.558,0.127,0.372,0.97,0.428,0.414,0.18,0.192,0.521,0.541,0.061,0.638,0.752,0.632
TT.N,0.489,0.655,0.537,0.517,0.707,0.632,0.087,0.37,0.43,0.451,0.234,0.386,0.388,0.362,0.333,0.543,0.473,0.283,0.78,0.602,0.263,0.614,0.529,0.4,0.656,0.321,0.491,0.943
OXY.N,0.945,0.032,1.0,0.98,0.121,0.715,0.99,0.135,0.059,0.026,0.998,0.257,0.986,0.992,0.996,0.188,0.291,0.602,0.325,0.739,0.287,0.768,0.958,0.861,0.257,0.958,0.832,0.22
AJG.N,0.277,0.713,0.481,0.39,0.406,0.426,0.465,0.723,0.562,0.594,0.436,0.533,0.448,0.238,0.554,0.505,0.731,0.354,0.642,0.608,0.968,0.473,0.992,0.135,0.968,0.022,0.089,0.515
J.N,0.36,0.679,0.687,0.489,0.408,0.44,0.309,0.475,0.523,0.477,0.525,0.62,0.404,0.689,0.321,0.389,0.168,0.493,0.444,0.234,0.448,0.053,0.246,0.287,0.679,0.309,0.624,0.582
EXPE.OQ,0.966,0.046,0.204,0.937,0.962,0.962,0.675,0.051,0.042,0.053,0.62,0.051,0.939,0.598,0.931,0.078,0.218,0.812,0.743,0.196,0.216,0.632,0.147,0.913,0.442,0.812,0.291,0.717
ADBE.OQ,0.545,0.582,0.038,0.073,0.446,0.244,0.186,0.216,0.853,0.745,0.067,0.343,0.149,0.473,0.263,0.952,0.925,0.081,0.891,0.913,0.02,0.962,0.261,0.802,0.164,0.172,0.063,0.271
CRM.N,0.677,0.39,0.024,0.232,0.251,0.271,0.808,0.446,0.756,0.614,0.366,0.39,0.525,0.511,0.62,0.358,0.705,0.2,0.388,0.891,0.741,0.925,0.558,0.838,0.838,0.226,0.014,0.436
LNC.N,0.988,0.026,0.636,0.966,0.941,0.986,0.933,0.248,0.028,0.032,0.947,0.091,0.976,0.958,0.941,0.034,0.018,0.945,0.412,0.004,0.36,0.067,0.026,0.978,0.37,0.855,0.248,0.343
TMO.N,0.214,0.814,0.145,0.067,0.22,0.129,0.271,0.378,0.883,0.897,0.216,0.737,0.067,0.265,0.133,0.966,0.752,0.313,0.685,0.943,0.024,0.905,0.766,0.402,0.121,0.071,0.309,0.685
TFX.N,0.549,0.455,0.307,0.497,0.844,0.808,0.061,0.204,0.475,0.394,0.131,0.214,0.44,0.055,0.541,0.587,0.693,0.339,0.497,0.127,0.556,0.044,0.125,0.614,0.301,0.739,0.618,0.158
PGR.N,0.065,0.939,0.756,0.117,0.111,0.073,0.541,0.899,0.891,0.891,0.574,0.885,0.107,0.398,0.073,0.178,0.285,0.194,0.697,0.8,0.147,0.776,0.832,0.279,0.592,0.004,0.022,0.879
MAR.OQ,0.883,0.17,0.362,0.875,0.917,0.899,0.857,0.206,0.125,0.127,0.8,0.352,0.846,0.695,0.867,0.261,0.459,0.448,0.982,0.679,0.879,0.766,0.812,0.576,0.651,0.473,0.547,0.527
SHW.N,0.329,0.659,0.259,0.315,0.299,0.273,0.202,0.8,0.737,0.776,0.065,0.242,0.24,0.182,0.236,0.657,0.515,0.38,0.956,0.752,0.855,0.667,0.251,0.636,0.356,0.083,0.093,0.257
SLB.N,0.784,0.069,0.998,0.947,0.489,0.669,0.974,0.208,0.089,0.057,0.994,0.451,0.97,0.984,0.98,0.28,0.517,0.418,0.62,0.798,0.277,0.792,0.814,0.897,0.127,0.428,0.253,0.479
HRL.N,0.008,0.988,0.79,0.02,0.004,0.006,0.683,0.994,0.996,0.996,0.455,0.982,0.014,0.263,0.02,0.525,0.362,0.317,0.535,0.448,0.575,0.081,0.309,0.032,0.766,0.529,0.897,0.703
EXPD.OQ,0.24,0.745,0.39,0.281,0.473,0.289,0.216,0.806,0.782,0.741,0.188,0.453,0.267,0.574,0.291,0.941,0.133,0.012,0.661,0.269,0.754,0.489,0.487,0.503,0.669,0.923,0.869,0.82
BIO.N,0.295,0.636,0.113,0.105,0.451,0.166,0.105,0.176,0.828,0.806,0.109,0.602,0.055,0.602,0.184,0.182,0.713,0.244,0.202,0.149,0.009,0.024,0.166,0.82,0.055,0.22,0.097,0.673
FRT.N,0.707,0.434,0.812,0.844,0.863,0.869,0.39,0.253,0.164,0.2,0.608,0.376,0.705,0.693,0.846,0.203,0.869,0.77,0.481,0.042,0.297,0.018,0.216,0.356,0.291,0.721,0.822,0.119
HAL.N,0.96,0.018,0.996,0.984,0.824,0.96,0.962,0.048,0.022,0.012,0.988,0.055,0.992,0.883,0.99,0.291,0.339,0.501,0.655,0.57,0.38,0.531,0.782,0.919,0.038,0.669,0.376,0.149
PRU.N,0.871,0.135,0.826,0.832,0.802,0.851,0.853,0.337,0.119,0.149,0.907,0.541,0.873,0.863,0.822,0.038,0.077,0.925,0.382,0.58,0.356,0.483,0.158,0.404,0.261,0.657,0.903,0.778
MCD.N,0.22,0.63,0.471,0.398,0.246,0.265,0.632,0.927,0.719,0.76,0.446,0.576,0.406,0.147,0.253,0.743,0.883,0.414,0.036,0.935,0.931,0.903,0.919,0.004,0.776,0.156,0.451,0.758
WAB.N,0.673,0.335,0.701,0.83,0.642,0.701,0.626,0.4,0.176,0.242,0.796,0.467,0.796,0.646,0.816,0.505,0.416,0.489,0.289,0.321,0.436,0.152,0.855,0.327,0.362,0.337,0.651,0.697
TSLA.OQ,0.978,0.048,0.004,0.608,0.768,0.919,0.388,0.061,0.16,0.166,0.044,0.022,0.895,0.008,0.832,0.749,0.78,0.046,0.865,0.978,0.04,1.0,0.614,0.982,0.749,0.737,0.004,0.871
AES.N,0.737,0.109,0.297,0.808,0.624,0.725,0.737,0.182,0.261,0.265,0.549,0.164,0.818,0.311,0.76,0.267,0.283,0.911,0.721,0.341,0.427,0.214,0.394,0.61,0.244,0.594,0.784,0.901
AME.N,0.513,0.37,0.497,0.545,0.372,0.392,0.554,0.653,0.509,0.545,0.509,0.521,0.519,0.4,0.606,0.636,0.794,0.178,0.624,0.535,0.665,0.327,0.741,0.154,0.905,0.123,0.356,0.535
CRL.N,0.824,0.156,0.107,0.511,0.893,0.855,0.121,0.107,0.263,0.22,0.174,0.188,0.562,0.36,0.754,0.565,0.525,0.576,0.604,0.119,0.203,0.127,0.139,0.851,0.392,0.598,0.091,0.331
HOLX.OQ,0.291,0.432,0.244,0.453,0.392,0.394,0.065,0.646,0.564,0.758,0.198,0.287,0.463,0.032,0.638,0.865,0.644,0.4,0.574,0.325,0.653,0.396,0.857,0.192,0.471,0.782,0.901,0.145
LVS.N,0.586,0.192,0.248,0.774,0.612,0.4,0.919,0.186,0.384,0.259,0.875,0.855,0.606,0.737,0.859,0.016,0.927,0.76,0.859,0.582,0.721,0.594,0.655,0.883,0.289,0.655,0.707,0.996
BBWI.N,0.976,0.044,0.156,0.952,0.968,0.968,0.145,0.309,0.044,0.103,0.277,0.014,0.966,0.479,0.927,0.768,0.232,0.776,0.036,0.077,0.329,0.119,0.236,0.949,0.156,0.966,0.711,0.483
EMN.N,0.804,0.147,0.776,0.804,0.723,0.77,0.697,0.17,0.174,0.145,0.727,0.281,0.836,0.855,0.869,0.522,0.143,0.786,0.283,0.079,0.291,0.071,0.065,0.655,0.414,0.329,0.174,0.311
NI.N,0.198,0.786,0.772,0.267,0.259,0.287,0.204,0.752,0.705,0.786,0.21,0.517,0.232,0.269,0.089,0.139,0.364,0.885,0.214,0.135,0.558,0.117,0.693,0.186,0.644,0.521,0.184,0.103
LMT.N,0.131,0.81,0.842,0.23,0.061,0.133,0.448,0.941,0.802,0.826,0.648,0.749,0.364,0.537,0.259,0.721,0.358,0.204,0.881,0.885,0.061,0.798,0.719,0.079,0.079,0.271,0.497,0.319
NOW.N,0.701,0.453,0.016,0.208,0.673,0.471,0.21,0.22,0.606,0.743,0.055,0.37,0.115,0.125,0.568,0.705,0.956,0.065,0.943,0.806,0.909,0.812,0.642,0.907,0.467,0.517,0.58,0.824
CHTR.OQ,0.349,0.624,0.303,0.283,0.737,0.578,0.162,0.275,0.669,0.665,0.087,0.228,0.287,0.121,0.196,0.195,0.156,0.947,0.731,0.709,0.139,0.818,0.069,0.78,0.707,0.956,0.925,0.034
NWSA.OQ,0.509,0.491,0.493,0.655,0.586,0.412,0.79,0.196,0.319,0.372,0.895,0.941,0.481,0.879,0.764,0.264,0.161,0.609,0.165,0.098,0.585,0.014,0.135,0.687,0.814,0.412,0.444,0.572
HIG.N,0.568,0.242,0.883,0.8,0.622,0.743,0.782,0.691,0.228,0.317,0.836,0.58,0.776,0.842,0.657,0.158,0.184,0.406,0.301,0.428,0.552,0.208,0.622,0.226,0.622,0.216,0.311,0.295
GPC.N,0.404,0.701,0.814,0.566,0.44,0.509,0.42,0.83,0.4,0.455,0.749,0.774,0.507,0.685,0.489,0.465,0.196,0.309,0.784,0.44,0.758,0.418,0.917,0.093,0.792,0.626,0.725,0.893
ENPH.OQ,0.982,0.024,0.002,0.927,0.889,0.915,0.36,0.022,0.149,0.099,0.006,0.004,0.931,0.006,0.964,0.911,0.998,0.095,0.992,0.574,0.026,0.927,0.842,0.994,0.036,0.859,0.075,0.982
POOL.OQ,0.358,0.661,0.143,0.319,0.331,0.323,0.081,0.505,0.848,0.749,0.046,0.226,0.23,0.091,0.319,0.505,0.352,0.285,0.867,0.131,0.689,0.41,0.323,0.806,0.485,0.98,0.982,0.451
WFC.N,0.653,0.309,0.935,0.782,0.741,0.681,0.937,0.711,0.216,0.222,0.954,0.915,0.733,0.972,0.721,0.053,0.598,0.937,0.099,0.917,0.524,0.941,0.311,0.535,0.174,0.057,0.081,0.414
VZ.N,0.02,0.964,0.867,0.111,0.105,0.075,0.493,0.846,0.945,0.945,0.562,0.943,0.048,0.582,0.099,0.422,0.222,0.899,0.311,0.923,0.444,0.844,0.073,0.067,0.723,0.137,0.073,0.069
COP.N,0.703,0.079,0.976,0.911,0.158,0.612,0.96,0.679,0.248,0.119,0.945,0.339,0.945,0.824,0.974,0.651,0.356,0.263,0.495,0.899,0.531,0.881,0.933,0.808,0.416,0.097,0.111,0.129
TSCO.OQ,0.23,0.533,0.242,0.362,0.055,0.113,0.846,0.923,0.879,0.873,0.554,0.562,0.493,0.366,0.493,0.752,0.329,0.113,0.911,0.444,0.838,0.677,0.844,0.537,0.317,0.867,0.838,0.184
GLW.N,0.475,0.612,0.467,0.509,0.541,0.402,0.574,0.703,0.493,0.582,0.695,0.768,0.436,0.731,0.455,0.379,0.337,0.56,0.408,0.477,0.303,0.412,0.154,0.374,0.071,0.287,0.533,0.677
ILMN.OQ,0.705,0.347,0.063,0.349,0.891,0.721,0.103,0.184,0.648,0.39,0.073,0.156,0.422,0.069,0.325,0.527,0.842,0.129,0.659,0.531,0.091,0.673,0.152,0.947,0.279,0.715,0.723,0.461
JKHY.OQ,0.107,0.877,0.4,0.099,0.081,0.117,0.588,0.869,0.915,0.933,0.479,0.851,0.113,0.303,0.358,0.814,0.834,0.063,0.844,0.158,0.796,0.398,0.525,0.382,0.594,0.802,0.857,0.063
ZBH.N,0.655,0.299,0.358,0.713,0.709,0.739,0.477,0.349,0.273,0.339,0.57,0.319,0.713,0.246,0.741,0.414,0.663,0.477,0.37,0.471,0.844,0.382,0.269,0.194,0.576,0.406,0.485,0.511
FOXA.OQ,0.319,0.657,0.717,0.63,0.339,0.428,0.628,0.493,0.507,0.442,0.806,0.806,0.541,0.588,0.711,0.452,0.203,0.827,0.193,0.249,0.343,0.317,0.277,0.463,0.263,0.784,0.758,0.053
TTWO.OQ,0.097,0.889,0.117,0.149,0.503,0.192,0.224,0.273,0.964,0.893,0.107,0.414,0.162,0.079,0.17,0.612,0.675,0.446,0.295,0.295,0.81,0.545,0.291,0.752,0.525,0.887,0.721,0.354
FFIV.OQ,0.424,0.485,0.21,0.527,0.317,0.396,0.455,0.529,0.735,0.681,0.259,0.305,0.491,0.386,0.515,0.715,0.574,0.111,0.549,0.051,0.245,0.234,0.176,0.479,0.848,0.774,0.78,0.283
AVY.N,0.473,0.606,0.566,0.519,0.463,0.42,0.424,0.586,0.483,0.487,0.677,0.707,0.469,0.818,0.232,0.659,0.297,0.471,0.804,0.216,0.451,0.145,0.17,0.446,0.479,0.592,0.683,0.519
CNP.N,0.644,0.301,0.602,0.646,0.368,0.58,0.489,0.669,0.246,0.337,0.432,0.115,0.828,0.174,0.703,0.148,0.39,0.875,0.309,0.337,0.56,0.158,0.81,0.109,0.422,0.495,0.689,0.333
BA.N,0.986,0.03,0.416,0.972,0.992,0.996,0.303,0.016,0.014,0.018,0.721,0.036,0.968,0.242,0.911,0.018,0.331,0.802,0.036,0.863,0.149,0.867,0.499,0.826,0.457,0.4,0.055,0.689
CAT.N,0.327,0.493,0.972,0.669,0.347,0.347,0.865,0.521,0.515,0.345,0.903,0.808,0.731,0.917,0.693,0.483,0.412,0.616,0.822,0.877,0.103,0.877,0.418,0.527,0.17,0.455,0.59,0.768
KEY.N,0.859,0.18,0.931,0.899,0.873,0.877,0.77,0.374,0.107,0.107,0.927,0.582,0.877,0.954,0.834,0.091,0.596,0.941,0.145,0.259,0.325,0.525,0.032,0.939,0.202,0.636,0.263,0.794
DVA.N,0.156,0.875,0.634,0.289,0.41,0.24,0.384,0.311,0.739,0.782,0.713,0.931,0.176,0.838,0.178,0.374,0.075,0.921,0.907,0.018,0.899,0.03,0.285,0.903,0.818,0.79,0.796,0.004
CMS.N,0.099,0.954,0.778,0.085,0.212,0.19,0.133,0.822,0.812,0.851,0.19,0.701,0.075,0.285,0.044,0.145,0.41,0.859,0.455,0.323,0.543,0.287,0.463,0.121,0.554,0.572,0.582,0.246
CDAY.N,0.893,0.145,0.026,0.691,0.913,0.798,0.251,0.168,0.232,0.275,0.101,0.127,0.533,0.345,0.794,0.036,0.881,0.287,0.667,0.081,0.123,0.19,0.267,0.935,0.176,0.976,0.988,0.77
MMM.N,0.164,0.851,0.689,0.358,0.263,0.194,0.343,0.739,0.806,0.752,0.535,0.752,0.251,0.624,0.246,0.729,0.345,0.535,0.657,0.772,0.372,0.701,0.002,0.331,0.269,0.719,0.885,0.628
PARA.OQ,0.915,0.081,0.263,0.941,0.943,0.966,0.208,0.012,0.129,0.051,0.725,0.149,0.907,0.683,0.937,0.251,0.036,0.958,0.079,0.115,0.214,0.616,0.123,0.976,0.026,1.0,0.98,0.285
VRSK.OQ,0.275,0.725,0.192,0.143,0.216,0.236,0.392,0.59,0.855,0.875,0.145,0.501,0.168,0.053,0.176,0.673,0.96,0.269,0.919,0.483,0.958,0.612,0.853,0.289,0.939,0.214,0.168,0.61
RL.N,0.786,0.184,0.618,0.857,0.899,0.782,0.76,0.145,0.109,0.178,0.822,0.584,0.766,0.774,0.81,0.537,0.182,0.574,0.515,0.022,0.402,0.048,0.372,0.747,0.473,0.972,0.919,0.679
CF.N,0.481,0.287,0.958,0.863,0.145,0.491,0.822,0.552,0.283,0.283,0.863,0.172,0.937,0.857,0.923,0.505,0.275,0.384,0.572,0.277,0.253,0.333,0.752,0.857,0.095,0.648,0.172,0.006
PG.N,0.048,0.962,0.657,0.026,0.073,0.057,0.442,0.901,0.939,0.962,0.347,0.921,0.03,0.37,0.028,0.724,0.711,0.206,0.828,0.972,0.808,0.943,0.739,0.022,0.618,0.034,0.404,0.485
AAP.N,0.519,0.552,0.485,0.539,0.394,0.556,0.281,0.867,0.416,0.42,0.646,0.485,0.648,0.76,0.632,0.411,0.117,0.356,0.529,0.053,0.709,0.186,0.131,0.673,0.453,0.929,0.552,0.214
TXN.OQ,0.283,0.616,0.228,0.261,0.18,0.135,0.586,0.584,0.796,0.77,0.616,0.762,0.293,0.56,0.408,0.996,0.859,0.127,0.879,0.903,0.063,0.964,0.321,0.386,0.089,0.683,0.834,0.853
URI.N,0.935,0.065,0.463,0.891,0.859,0.913,0.687,0.16,0.115,0.071,0.733,0.099,0.929,0.758,0.921,0.56,0.414,0.689,0.58,0.442,0.009,0.598,0.606,0.79,0.028,0.943,0.935,0.869
EA.OQ,0.087,0.846,0.255,0.141,0.218,0.141,0.257,0.764,0.927,0.877,0.141,0.442,0.2,0.089,0.285,0.802,0.729,0.133,0.616,0.547,0.76,0.749,0.416,0.184,0.319,0.366,0.38,0.865
CL.N,0.03,0.958,0.713,0.04,0.051,0.042,0.434,0.937,0.933,0.97,0.37,0.905,0.042,0.483,0.04,0.883,0.634,0.277,0.998,0.768,0.768,0.8,0.457,0.012,0.964,0.111,0.212,0.16
ANSS.OQ,0.624,0.479,0.065,0.147,0.467,0.234,0.313,0.279,0.727,0.727,0.152,0.497,0.178,0.236,0.204,0.655,0.947,0.091,0.64,0.38,0.034,0.42,0.469,0.703,0.024,0.176,0.158,0.954
PNW.N,0.248,0.749,0.798,0.432,0.521,0.529,0.111,0.707,0.521,0.659,0.137,0.216,0.459,0.075,0.22,0.172,0.38,0.901,0.182,0.048,0.612,0.01,0.436,0.149,0.638,0.483,0.269,0.178
FDS.N,0.317,0.667,0.285,0.228,0.281,0.335,0.43,0.537,0.826,0.733,0.105,0.259,0.299,0.059,0.188,0.861,0.889,0.303,0.893,0.236,0.127,0.133,0.834,0.352,0.277,0.313,0.156,0.802
ISRG.OQ,0.863,0.257,0.093,0.434,0.925,0.887,0.04,0.113,0.329,0.289,0.036,0.069,0.612,0.03,0.41,0.794,0.986,0.012,0.826,0.836,0.993,0.889,0.735,0.719,0.788,0.127,0.103,0.356
MSI.N,0.303,0.695,0.438,0.317,0.341,0.222,0.521,0.558,0.659,0.699,0.527,0.754,0.244,0.626,0.242,0.762,0.76,0.327,0.036,0.642,0.873,0.505,0.972,0.261,0.646,0.095,0.299,0.317
AWK.N,0.244,0.903,0.418,0.103,0.422,0.37,0.059,0.531,0.745,0.83,0.081,0.507,0.073,0.198,0.038,0.158,0.855,0.717,0.556,0.485,0.703,0.283,0.535,0.222,0.501,0.576,0.875,0.289
RTX.N,0.657,0.327,0.848,0.784,0.57,0.693,0.648,0.473,0.198,0.24,0.764,0.412,0.79,0.648,0.707,0.24,0.422,0.495,0.352,0.901,0.43,0.774,0.715,0.166,0.172,0.038,0.446,0.275
CMA.N,0.782,0.261,0.925,0.909,0.675,0.687,0.968,0.438,0.145,0.135,0.984,0.879,0.869,0.994,0.889,0.082,0.657,0.747,0.261,0.057,0.131,0.349,0.059,0.962,0.188,0.624,0.279,0.667
CB.N,0.345,0.545,0.891,0.648,0.376,0.495,0.707,0.844,0.386,0.523,0.752,0.743,0.545,0.665,0.463,0.158,0.404,0.392,0.319,0.83,0.77,0.717,0.784,0.087,0.64,0.006,0.03,0.309
MET.N,0.776,0.204,0.903,0.788,0.665,0.768,0.901,0.481,0.162,0.202,0.943,0.786,0.816,0.897,0.782,0.056,0.111,0.768,0.4,0.729,0.2,0.709,0.218,0.305,0.022,0.295,0.495,0.842
AVGO.OQ,0.709,0.206,0.133,0.505,0.655,0.655,0.226,0.453,0.461,0.422,0.22,0.117,0.717,0.119,0.6,0.931,0.853,0.412,0.871,0.947,0.368,0.976,0.97,0.568,0.624,0.362,0.406,0.261
FTNT.OQ,0.76,0.143,0.034,0.259,0.444,0.527,0.752,0.398,0.721,0.529,0.095,0.133,0.509,0.436,0.798,0.747,0.931,0.079,0.036,0.594,0.632,0.758,0.947,0.889,0.739,0.564,0.653,0.846
PNR.N,0.699,0.505,0.424,0.671,0.758,0.828,0.069,0.238,0.275,0.287,0.305,0.206,0.659,0.448,0.739,0.735,0.327,0.64,0.477,0.03,0.737,0.131,0.36,0.618,0.943,0.903,0.931,0.345
APD.N,0.238,0.697,0.448,0.206,0.414,0.232,0.638,0.543,0.695,0.648,0.576,0.792,0.228,0.481,0.281,0.568,0.8,0.251,0.703,0.784,0.413,0.57,0.42,0.295,0.331,0.242,0.378,0.99
AMD.OQ,0.879,0.218,0.02,0.285,0.939,0.822,0.016,0.119,0.608,0.356,0.038,0.071,0.582,0.067,0.327,0.992,0.723,0.075,0.317,0.848,0.365,0.986,0.83,0.954,0.853,0.6,0.002,0.154
CBRE.N,0.84,0.273,0.529,0.764,0.881,0.901,0.17,0.129,0.137,0.154,0.426,0.289,0.673,0.764,0.679,0.587,0.113,0.281,0.509,0.436,0.649,0.224,0.299,0.58,0.768,0.513,0.764,0.616
PH.N,0.855,0.16,0.6,0.828,0.796,0.832,0.57,0.321,0.103,0.139,0.715,0.234,0.851,0.713,0.883,0.653,0.434,0.675,0.608,0.588,0.121,0.59,0.598,0.471,0.673,0.234,0.192,0.752
ADP.OQ,0.39,0.677,0.451,0.394,0.253,0.489,0.301,0.687,0.616,0.634,0.41,0.525,0.457,0.21,0.244,0.329,0.818,0.083,0.976,0.84,0.211,0.816,0.737,0.212,0.574,0.352,0.709,0.59
NWL.OQ,0.612,0.537,0.699,0.701,0.459,0.459,0.798,0.477,0.368,0.374,0.802,0.747,0.62,0.941,0.406,0.339,0.065,0.927,0.19,0.006,0.358,0.032,0.014,0.832,0.008,0.941,0.879,0.766
KO.N,0.166,0.84,0.82,0.22,0.242,0.303,0.273,0.834,0.612,0.754,0.408,0.705,0.226,0.41,0.267,0.665,0.838,0.337,0.899,0.954,0.649,0.895,0.8,0.008,0.689,0.073,0.513,0.58
ADSK.OQ,0.798,0.281,0.075,0.414,0.663,0.463,0.457,0.277,0.394,0.406,0.299,0.424,0.42,0.743,0.614,0.774,0.877,0.158,0.98,0.624,0.19,0.697,0.265,0.855,0.61,0.299,0.071,0.822
BRO.N,0.331,0.729,0.339,0.271,0.354,0.315,0.513,0.588,0.622,0.685,0.461,0.711,0.253,0.392,0.345,0.505,0.735,0.566,0.564,0.257,0.826,0.24,0.887,0.412,0.966,0.315,0.681,0.279
