Instrument,Date,Price Close,Volume,Company Market Capitalization,Price To Sales Per Share (Daily Time Series Ratio),Beta,Earnings Per Share - Actual,Price To Book Value Per Share (Daily Time Series Ratio),Forward Price To Book Value Per Share (Daily Time Series Ratio),P/E (Daily Time Series Ratio),Total Debt To Enterprise Value (Daily Time Series Ratio),Total Return,Number of Trades,Combined Alpha Model Sector Rank,Combined Alpha Model Industry Rank
CHRW.OQ,2023-04-28 00:00:00+00:00,100.87,1074006,11745185992.54,0.475578585840778,0.802332943108233,0.98,8.66950663580911,5.90946745076811,13.8322657791637,15.2684287714219,1.1938202247191,13683,8,8
CHRW.OQ,2023-04-27 00:00:00+00:00,99.68,1102975,11606623770.56,0.469968012655981,0.802332943108233,0.98,8.56722931949491,5.51398493279278,13.6690815194512,15.4255328492028,7.76216216216217,21935,8,8
CHRW.OQ,2023-04-26 00:00:00+00:00,92.5,719889,10770592885.0,0.436115982851908,0.801905331477923,0.98,7.9501275286244,4.87729259115528,12.6844907759754,16.4465809957959,-3.50511162111412,13679,10,8
CHRW.OQ,2023-04-25 00:00:00+00:00,95.86,465714,11166402696.06,0.452142861466293,0.799962943628475,1.03,8.23891053939388,5.05445694906103,13.1452463328109,15.9468400686803,-2.74931520746677,9090,10,8
CHRW.OQ,2023-04-24 00:00:00+00:00,98.57,383010,11482081303.47,0.464925118451205,0.808180379222745,1.03,8.47182778915142,5.19734844011001,13.5168676301394,15.5695257630505,1.21162336995584,7228,10,8
CHRW.OQ,2023-04-21 00:00:00+00:00,97.39,378123,11344627149.69,0.459359412457775,0.802577079794532,1.03,8.37040994608356,5.13152057192296,13.355054666727,15.7316000976293,0.288332818453302,8062,10,10
CHRW.OQ,2023-04-20 00:00:00+00:00,97.11,402983,11312010909.81,0.458038736459334,0.802270463831932,1.03,8.34634469518611,5.11676725268958,13.3166583703241,15.7705549769717,1.15625,7617,10,8
CHRW.OQ,2023-04-19 00:00:00+00:00,96.0,315749,11182710816.0,0.452803199465514,0.8025729164651,1.03,8.25094316484261,5.05828088001442,13.1644444810123,15.9269004019131,0.083402835696412,5476,10,8
CHRW.OQ,2023-04-18 00:00:00+00:00,95.92,431300,11173391890.32,0.452425863465959,0.8025729164651,1.03,8.24406737887191,5.05406564594774,13.1534741106115,15.9382883869902,0.156625247989982,9397,10,8
CHRW.OQ,2023-04-17 00:00:00+00:00,95.77,373737,11155918904.67,0.451718358466794,0.8025729164651,1.03,8.23117528017685,5.04616208207272,13.1329046661099,15.9596848115789,0.209270691639639,7210,10,8
CHRW.OQ,2023-04-14 00:00:00+00:00,95.57,355644,11132621590.47,0.450775018467908,0.801773004313477,1.03,8.21398581525009,5.03562399690602,13.1054787401078,15.9883029006323,-0.010462439840976,7682,10,8
CHRW.OQ,2023-04-13 00:00:00+00:00,95.58,435349,11133786456.18,0.450822185467852,0.801619723680928,1.03,8.21484528849643,4.93786085957422,13.1068500364079,15.9868695588648,0.897287026285226,7129,10,8
CHRW.OQ,2023-04-12 00:00:00+00:00,94.73,319135,11034772870.83,0.446812990472585,0.801814696552076,1.03,8.14179006255771,4.8939480982158,12.990289850899,16.1096281315061,-1.0032396279653,5888,10,8
