Stock_ticker,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
PEP.OQ,1.8808674624781634,-0.17468240509482072,0.5103364024810363,-0.4722057129065169,-0.2579838321492887,0.03574113181864467,-0.16878159944738286,-0.11136658265281729,0.025759648476628025,-0.16526761996444783
CDW.OQ,-0.4109768183051612,-0.2863866171158689,0.5516569740947364,0.020167473587250608,-0.1509459197566809,0.1356355650848466,-0.0905328160232791,0.29555481480050816,0.2944627646004572,-0.09270150756890948
USB.N,-0.48540321057180624,-1.0926266918251686,0.7560934747389028,0.048013006605924856,0.7079868102739086,0.1741603907870967,-0.14085291640727338,0.08491732666693314,-0.18363695316492276,0.2877634494872018
RF.N,-1.275951326797995,-0.625258733482431,0.21519107642279886,0.12781677544121128,-0.011836267025895682,-0.23393368420690888,-0.09577646267943407,0.16826543893314183,-0.1638713292547586,0.37813237045424647
AAL.OQ,-1.1004116931531391,-0.6644269603835153,-0.447427002904789,0.04799371788763289,-0.1787394698043123,0.6200723633251713,-0.5635552648758465,-0.48534579389505483,0.15557712700352544,-0.011830577660251196
PSA.N,1.0993723476453103,0.7193472915797079,-0.23834989589090264,-0.25925964662637324,0.04102874170261078,-0.18069387419520952,0.07306594338366476,-0.08811740306015822,-0.39650806551173545,0.19761796903219225
FTV.N,-0.5721502949442041,0.31863864455176766,-0.13396068567680589,-0.1303156781376988,0.19415255866527198,-0.6080953231046415,-0.1303357206867104,0.00894962789052213,0.003993445562328446,-0.0413001941929384
BWA.N,-1.2029802420448328,-0.3836898232770337,-0.35972635232048783,0.14501927052656097,0.13031434071251077,-0.12373843746178328,0.034468494915065255,0.0822514872399892,-0.040711461819993064,-0.17281877935035
KR.N,1.4246793933251551,-0.6796958736139536,-0.41960000420472787,-0.10840746261036825,-0.22802594757904548,0.3222180263783715,0.3053778878022645,-0.265555051786066,-0.017708564305785324,-0.030527379935070514
SWK.N,-1.2862156213442693,0.1663596700202967,-0.8116953787994421,-0.18777895099553188,0.2217432670680549,0.3179059822574114,0.26293690808759035,-0.09948905480449859,-0.1918482248550476,-0.2128043235886327
PCG.N,-0.4208369571483085,-0.2846147945196695,-0.288991961464395,-0.6835876735105755,-0.31346566316740226,0.09777248742437863,0.37457830213512433,-0.5665378418370175,-0.006717261390927515,0.2823251937459892
