timestamp,S&P500,VIX,ValueOverGrowth,SmallOverLarge,USD_to_EUR,USD_to_GBP,JPY_to_USD,CNH_to_USD,MXN_to_USD,CAD_to_USD,_10_y_UST,_10_y_UST_real,_10_y_BE,_2s10s_UST,Brent_Crude
2021-08-31,4522.68,16.48,0.73831,1.2074,1.18,1.3747,110.05,6.4604,20.074,1.2629,1.3,-1.03,2.33,1.1,73.45
2021-09-01,4524.09,16.11,0.73495,1.21239,1.185,1.379,110.03,6.4586,19.964,1.2615,1.31,-1.03,2.34,1.11,71.99
2021-09-02,4536.95,16.41,0.73959,1.21762,1.1858,1.3825,110.01,6.456,19.967,1.2559,1.29,-1.03,2.32,1.09,73.56
2021-09-03,4535.43,16.41,0.73591,1.21216,1.1884,1.3862,109.64,6.4528,19.889,1.2524,1.33,-1.01,2.34,1.12,73.07
2021-09-06,4535.43,16.41,0.73591,1.21216,1.1884,1.3862,109.64,6.4528,19.889,1.2524,1.33,-1.01,2.34,1.12,72.43
2021-09-07,4520.03,18.14,0.7287,1.20698,1.1849,1.3792,110.17,6.4662,19.944,1.2622,1.38,-0.98,2.36,1.16,71.52
2021-09-08,4514.07,17.96,0.7312,1.19855,1.1818,1.3761,110.32,6.4612,19.937,1.2681,1.35,-1.03,2.38,1.13,72.36
2021-09-09,4493.28,18.8,0.73102,1.20448,1.1827,1.3855,109.76,6.4547,19.93,1.2648,1.3,-1.08,2.38,1.07,71.32
2021-09-10,4458.58,20.95,0.73371,1.2023,1.1821,1.3847,109.93,6.444,19.864,1.2636,1.35,-1.05,2.4,1.12,72.44
2021-09-13,4468.73,19.37,0.73759,1.2079,1.1809,1.3844,109.94,6.4511,19.868,1.2643,1.33,-1.04,2.37,1.12,72.97
2021-09-14,4443.05,19.46,0.73217,1.19886,1.1824,1.3848,109.66,6.4382,19.898,1.2663,1.28,-1.05,2.33,1.07,73.05
2021-09-15,4480.7,18.18,0.73357,1.2026,1.1811,1.3837,109.4,6.432,19.898,1.2653,1.31,-1.04,2.35,1.1,74.84
2021-09-16,4473.75,18.69,0.73038,1.20231,1.1764,1.3785,109.67,6.4566,19.937,1.2679,1.34,-1.01,2.35,1.11,75.14
2021-09-17,4432.99,20.81,0.73224,1.21117,1.1734,1.3755,109.94,6.4655,19.9841,1.2738,1.37,-0.96,2.33,1.14,74.64
2021-09-20,4357.73,25.71,0.7352,1.20742,1.1729,1.3656,109.47,6.4651,20.161,1.2818,1.31,-0.98,2.29,1.08,73.59
2021-09-21,4354.19,24.36,0.73112,1.20903,1.1724,1.3663,109.33,6.4651,20.117,1.2789,1.33,-0.96,2.29,1.11,73.65
2021-09-22,4395.64,20.87,0.73075,1.21474,1.1739,1.3669,109.59,6.4611,20.013,1.2733,1.32,-0.96,2.28,1.07,75.5
2021-09-23,4448.98,18.63,0.7327,1.22033,1.1735,1.3745,110.17,6.459,20.025,1.2662,1.41,-0.9,2.31,1.14,76.44
2021-09-24,4455.48,17.75,0.73191,1.21441,1.1715,1.3681,110.72,6.466,20.094,1.2672,1.47,-0.87,2.34,1.18,77.42
2021-09-27,4443.11,18.76,0.73973,1.23378,1.1702,1.3712,110.97,6.456,20.0935,1.2643,1.48,-0.87,2.35,1.17,78.85
2021-09-28,4352.63,23.25,0.75136,1.23576,1.1681,1.3537,111.33,6.4595,20.331,1.2692,1.54,-0.84,2.38,1.23,78.3
2021-09-29,4359.46,22.56,0.75479,1.23284,1.1612,1.3439,111.83,6.4702,20.491,1.275,1.55,-0.82,2.37,1.25,77.86
2021-09-30,4307.54,23.14,0.75028,1.23125,1.1577,1.347,111.5,6.4434,20.562,1.2673,1.52,-0.85,2.37,1.24,77.81
2021-10-01,4357.04,21.15,0.75165,1.23779,1.1598,1.3572,110.97,6.4434,20.491,1.2657,1.48,-0.9,2.38,1.21,79.4
2021-10-04,4300.46,22.96,0.76578,1.2434,1.1622,1.3602,110.94,6.4434,20.534,1.2571,1.49,-0.89,2.38,1.22,81.44
2021-10-05,4345.72,21.3,0.76094,1.23463,1.1609,1.364,111.39,6.4434,20.562,1.2562,1.54,-0.91,2.45,1.26,82.72
2021-10-06,4363.55,21.0,0.75795,1.22319,1.1546,1.3569,111.33,6.4434,20.646,1.2612,1.53,-0.9,2.43,1.23,81.39
2021-10-07,4399.76,19.54,0.75532,1.22966,1.1561,1.3634,111.5,6.4434,20.593,1.2546,1.58,-0.88,2.46,1.26,82.34
2021-10-08,4391.34,18.77,0.75726,1.22441,1.1572,1.363,112.15,6.4435,20.746,1.2477,1.61,-0.89,2.5,1.29,82.17
2021-10-11,4361.19,20.0,0.75669,1.22434,1.1572,1.363,112.15,6.4435,20.746,1.2477,1.61,-0.89,2.5,1.29,83.75
2021-10-12,4350.65,19.85,0.75616,1.23386,1.1541,1.3605,113.69,6.4485,20.768,1.2439,1.59,-0.9,2.49,1.24,83.53
2021-10-13,4363.8,18.64,0.75239,1.2326,1.1568,1.3645,113.49,6.4262,20.648,1.2448,1.56,-0.96,2.52,1.19,83.53
2021-10-14,4438.26,16.86,0.74992,1.2297,1.1591,1.3684,113.59,6.438,20.592,1.2362,1.52,-1.0,2.52,1.16,83.86
2021-10-15,4471.37,16.3,0.74743,1.21744,1.1594,1.3756,114.31,6.434,20.452,1.2387,1.59,-0.97,2.56,1.18,84.67
2021-10-18,4486.46,16.31,0.73913,1.21386,1.1609,1.3726,114.22,6.429,20.316,1.2362,1.59,-0.95,2.54,1.15,84.13
2021-10-19,4519.63,15.7,0.73977,1.20861,1.1632,1.3807,114.27,6.3822,20.267,1.2354,1.65,-0.89,2.54,1.24,85.02
2021-10-20,4536.19,15.49,0.74667,1.21266,1.1643,1.3821,114.24,6.3936,20.169,1.2328,1.65,-0.92,2.57,1.25,85.76
2021-10-21,4549.78,15.01,0.73921,1.21137,1.1643,1.3812,113.75,6.3925,20.269,1.2339,1.68,-0.96,2.64,1.23,84.58
2021-10-22,4544.9,15.43,0.74489,1.21402,1.1632,1.3741,113.54,6.3839,20.212,1.2385,1.66,-0.98,2.64,1.18,85.43
2021-10-25,4566.48,15.24,0.73958,1.21663,1.1609,1.3773,113.7,6.3856,20.211,1.2373,1.64,-1.02,2.66,1.17,84.85
2021-10-26,4574.79,15.98,0.73834,1.2065,1.159,1.3772,114.19,6.382,20.219,1.2388,1.63,-1.06,2.69,1.16,85.11
2021-10-27,4551.68,16.98,0.7283,1.19054,1.16,1.3739,113.75,6.3915,20.22,1.2337,1.54,-1.11,2.65,1.04,84.12
2021-10-28,4596.42,16.53,0.72678,1.19915,1.1685,1.3804,113.38,6.3917,20.332,1.2348,1.57,-1.0,2.57,1.07,83.4
2021-10-29,4605.38,16.26,0.72289,1.19609,1.1552,1.3686,114.03,6.405,20.551,1.2397,1.55,-0.96,2.51,1.07,83.1
2021-11-01,4613.67,16.41,0.72745,1.22212,1.1591,1.3679,114.19,6.3972,20.851,1.2355,1.58,-0.92,2.5,1.08,84.51
2021-11-02,4630.65,16.03,0.72873,1.21945,1.1581,1.3612,113.78,6.3995,20.75,1.242,1.56,-0.95,2.51,1.1,84.42
2021-11-03,4660.57,15.1,0.72663,1.23084,1.1584,1.3659,114.06,6.4061,20.827,1.2416,1.6,-0.93,2.53,1.13,81.1
2021-11-04,4680.06,15.44,0.71865,1.22287,1.1546,1.3494,113.63,6.397,20.629,1.2462,1.53,-1.03,2.56,1.12,80.15
2021-11-05,4697.53,16.48,0.72263,1.23581,1.1554,1.3491,113.45,6.3961,20.425,1.2439,1.45,-1.09,2.54,1.06,82.43
2021-11-08,4701.7,17.22,0.72202,1.23593,1.159,1.3563,113.15,6.3902,20.336,1.2441,1.51,-1.11,2.62,1.06,83.22
2021-11-09,4685.25,17.78,0.72592,1.23453,1.1589,1.3551,112.87,6.3916,20.28,1.2457,1.46,-1.17,2.63,1.05,84.52
2021-11-10,4646.71,18.73,0.73521,1.23076,1.1517,1.347,113.89,6.3882,20.468,1.2447,1.56,-1.14,2.7,1.05,82.91
2021-11-11,4649.27,17.66,0.73415,1.23771,1.1517,1.347,113.89,6.3882,20.468,1.2447,1.56,-1.14,2.7,1.05,83.4
2021-11-12,4682.85,16.29,0.72705,1.23057,1.1443,1.3412,113.9,6.3787,20.519,1.2558,1.58,-1.15,2.73,1.05,82.9
2021-11-15,4682.8,16.49,0.73005,1.22879,1.1421,1.3444,113.96,6.3824,20.627,1.2515,1.63,-1.13,2.76,1.1,81.94
2021-11-16,4700.9,16.37,0.72294,1.2248,1.1333,1.3429,114.62,6.3919,20.823,1.2562,1.63,-1.1,2.73,1.09,82.85
2021-11-17,4688.67,17.11,0.72207,1.21516,1.1322,1.3488,114.33,6.3775,20.691,1.2594,1.6,-1.1,2.7,1.08,80.67
2021-11-18,4704.54,17.59,0.71378,1.20528,1.1358,1.3489,114.22,6.3851,20.727,1.2629,1.59,-1.14,2.73,1.07,82.45
2021-11-19,4697.96,17.91,0.7055,1.19631,1.1318,1.3474,113.81,6.3863,20.799,1.2631,1.54,-1.11,2.65,1.02,80.24
2021-11-22,4682.94,19.17,0.71636,1.19791,1.126,1.3412,114.69,6.3842,20.972,1.2684,1.63,-0.98,2.61,1.0,80.97
2021-11-23,4690.7,19.38,0.72266,1.19587,1.1265,1.3388,114.98,6.391,21.239,1.2712,1.67,-0.95,2.62,1.07,83.43
2021-11-24,4701.46,18.58,0.71876,1.19427,1.1196,1.3332,115.34,6.3917,21.397,1.2657,1.64,-0.97,2.61,1.0,82.37
2021-11-25,4701.46,18.58,0.71876,1.19427,1.1196,1.3332,115.34,6.3917,21.397,1.2657,1.64,-0.97,2.61,1.0,82.05
2021-11-26,4594.62,28.62,0.71852,1.17931,1.1302,1.3322,113.46,6.3924,21.853,1.2756,1.48,-1.07,2.55,0.98,72.37
2021-11-29,4655.27,22.96,0.70803,1.16358,1.1261,1.3291,113.75,6.3875,21.73,1.2792,1.52,-1.02,2.54,1.01,73.34
2021-11-30,4567.0,27.19,0.70183,1.16172,1.1287,1.3252,113.22,6.364,21.453,1.2812,1.43,-1.07,2.5,0.91,70.86
2021-12-01,4513.04,31.12,0.70792,1.15407,1.1323,1.3308,112.82,6.3641,21.305,1.2778,1.43,-1.01,2.44,0.87,69.53
2021-12-02,4577.1,27.95,0.71552,1.16805,1.1306,1.3305,113.1,6.3763,21.309,1.2814,1.44,-1.03,2.47,0.81,70.56
2021-12-03,4538.43,30.67,0.72685,1.15829,1.1308,1.3234,112.88,6.3758,21.439,1.2833,1.35,-1.08,2.43,0.75,70.71
2021-12-06,4591.67,27.18,0.72884,1.16802,1.1282,1.3252,113.31,6.3756,21.222,1.2785,1.43,-1.01,2.44,0.78,73.38
2021-12-07,4686.75,21.89,0.71649,1.16722,1.1247,1.3236,113.61,6.3657,21.047,1.2651,1.48,-0.99,2.47,0.78,75.54
2021-12-08,4701.21,19.9,0.7117,1.1708,1.133,1.3236,113.83,6.3435,20.959,1.2653,1.52,-1.0,2.52,0.84,75.94
2021-12-09,4667.45,21.58,0.71743,1.15791,1.1285,1.3188,113.53,6.3772,21.012,1.2698,1.49,-0.98,2.47,0.79,74.1
2021-12-10,4712.02,18.69,0.71355,1.14541,1.1312,1.3262,113.36,6.3685,20.873,1.2706,1.48,-0.96,2.44,0.81,74.98
2021-12-13,4668.97,20.31,0.71959,1.14109,1.1298,1.3233,113.42,6.3659,20.954,1.2795,1.42,-0.98,2.4,0.76,74.12
2021-12-14,4634.09,21.89,0.72572,1.14092,1.1267,1.3225,113.63,6.3671,21.198,1.2858,1.44,-0.93,2.37,0.77,73.37
2021-12-15,4709.85,19.29,0.71814,1.13757,1.1261,1.3214,113.83,6.3673,21.23,1.2916,1.47,-0.92,2.39,0.78,73.71
2021-12-16,4668.67,20.57,0.73663,1.13077,1.1309,1.3325,113.67,6.3674,20.872,1.2772,1.44,-0.98,2.42,0.8,74.64
2021-12-17,4620.64,21.57,0.73071,1.14648,1.1277,1.3269,113.56,6.3748,20.731,1.283,1.41,-0.97,2.38,0.75,72.97
2021-12-20,4568.02,22.87,0.73326,1.14064,1.1298,1.3222,113.45,6.3756,20.738,1.2941,1.43,-0.96,2.39,0.78,70.51
2021-12-21,4649.23,21.01,0.72559,1.15299,1.1272,1.3253,114.11,6.3716,20.806,1.2927,1.48,-0.96,2.44,0.78,72.85
2021-12-22,4696.56,18.63,0.72124,1.15165,1.1324,1.3345,114.22,6.3695,20.749,1.2844,1.46,-1.01,2.47,0.78,74.69
2021-12-23,4725.79,17.96,0.72032,1.154,1.132,1.341,114.42,6.3696,20.648,1.2809,1.5,-0.97,2.47,0.79,76.26
2021-12-24,4725.79,17.96,0.72032,1.154,1.132,1.341,114.42,6.3696,20.648,1.2809,1.5,-0.97,2.47,0.79,75.24
2021-12-27,4791.19,17.68,0.71736,1.15126,1.1329,1.3438,114.85,6.3705,20.676,1.2797,1.48,-1.02,2.5,0.72,75.24
2021-12-28,4786.35,17.54,0.72188,1.14848,1.1314,1.3432,114.75,6.3684,20.581,1.2814,1.49,-1.01,2.5,0.75,75.24
2021-12-29,4793.06,16.95,0.72318,1.14897,1.1337,1.3475,114.97,6.368,20.583,1.281,1.55,-0.98,2.53,0.8,78.63
2021-12-30,4778.73,17.33,0.72515,1.15095,1.1318,1.35,115.17,6.3726,20.514,1.2777,1.52,-1.06,2.58,0.79,78.61
2021-12-31,4766.18,17.22,0.7301,1.15348,1.1318,1.35,115.17,6.3726,20.514,1.2777,1.52,-1.04,2.56,0.79,77.24
2022-01-03,4796.56,16.6,0.72636,1.15755,1.129,1.3469,115.27,6.355,20.57,1.2757,1.63,-0.97,2.6,0.85,78.25
2022-01-04,4793.54,16.91,0.74073,1.16161,1.1296,1.3544,116.12,6.3721,20.501,1.2697,1.66,-0.91,2.57,0.89,79.39
2022-01-05,4700.58,19.73,0.759,1.15143,1.1335,1.3573,115.91,6.364,20.439,1.27,1.71,-0.82,2.53,0.88,80.6
2022-01-06,4696.05,19.61,0.76455,1.15907,1.1307,1.3539,115.78,6.3822,20.435,1.2725,1.73,-0.73,2.46,0.85,81.99
2022-01-07,4677.03,18.76,0.7745,1.15259,1.1358,1.3583,115.61,6.3769,20.397,1.2643,1.76,-0.72,2.48,0.89,82.28
2022-01-10,4670.29,19.4,0.77272,1.14895,1.1328,1.3567,115.14,6.3756,20.455,1.2679,1.78,-0.7,2.48,0.86,81.56
2022-01-11,4713.07,18.41,0.76836,1.15027,1.1363,1.3622,115.38,6.3735,20.353,1.2598,1.75,-0.79,2.54,0.85,84.98
2022-01-12,4726.35,17.62,0.765,1.14127,1.1431,1.3698,114.74,6.358,20.367,1.2501,1.74,-0.74,2.48,0.82,85.83
2022-01-13,4659.03,20.31,0.78191,1.1517,1.1464,1.3724,114.06,6.3595,20.36,1.2482,1.7,-0.73,2.43,0.79,85.8
2022-01-14,4662.85,19.19,0.7781,1.15049,1.1414,1.367,113.89,6.3524,20.316,1.2549,1.78,-0.66,2.44,0.79,87.17
2022-01-17,4662.85,19.19,0.7781,1.15049,1.1414,1.367,113.89,6.3524,20.316,1.2549,1.78,-0.66,2.44,0.79,87.82
2022-01-18,4577.11,22.79,0.78599,1.14138,1.1336,1.3588,114.6,6.3525,20.378,1.2535,1.87,-0.59,2.46,0.81,88.83
2022-01-19,4532.76,23.85,0.78734,1.1356,1.1346,1.3625,114.28,6.3447,20.47,1.2499,1.83,-0.57,2.4,0.79,89.64
2022-01-20,4482.73,25.59,0.78926,1.12775,1.1336,1.3642,114.08,6.3406,20.423,1.2462,1.83,-0.5,2.33,0.75,89.75
2022-01-21,4397.94,28.85,0.8016,1.12952,1.1346,1.3562,113.72,6.3385,20.468,1.2542,1.75,-0.59,2.34,0.74,89.75
2022-01-24,4410.13,29.9,0.79698,1.14831,1.131,1.3447,113.82,6.3304,20.659,1.2688,1.75,-0.63,2.38,0.76,87.74
2022-01-25,4356.45,31.16,0.81316,1.14631,1.1283,1.3495,113.88,6.3257,20.677,1.2637,1.78,-0.63,2.41,0.76,89.49
2022-01-26,4349.93,31.96,0.80632,1.13509,1.1279,1.3516,114.33,6.3206,20.648,1.2597,1.85,-0.53,2.38,0.72,91.22
2022-01-27,4326.51,30.49,0.8108,1.11889,1.1141,1.3385,115.47,6.3677,20.76,1.2709,1.81,-0.59,2.4,0.63,90.7
2022-01-28,4431.85,27.66,0.79434,1.1104,1.116,1.3417,115.21,6.3605,20.834,1.2753,1.78,-0.66,2.44,0.63,91.47
2022-01-31,4515.55,24.83,0.78094,1.11794,1.1212,1.3439,115.22,6.361,20.637,1.2694,1.79,-0.65,2.44,0.61,92.35
2022-02-01,4546.54,21.96,0.78085,1.12195,1.1239,1.3505,114.77,6.361,20.569,1.2688,1.81,-0.62,2.43,0.63,90.24
2022-02-02,4589.38,22.09,0.78089,1.10517,1.1299,1.3565,114.36,6.361,20.5898,1.2689,1.78,-0.63,2.41,0.62,91.43
2022-02-03,4477.44,24.35,0.79992,1.11304,1.1425,1.3602,114.88,6.361,20.554,1.2679,1.82,-0.56,2.38,0.63,92.99
2022-02-04,4500.53,23.22,0.78752,1.11118,1.1455,1.3543,115.22,6.361,20.718,1.2759,1.93,-0.48,2.41,0.62,96.86
2022-02-07,4483.87,22.86,0.79453,1.119,1.1434,1.3533,115.09,6.361,20.644,1.2685,1.92,-0.48,2.4,0.62,97.28
2022-02-08,4521.54,21.44,0.7904,1.12854,1.1416,1.3552,115.62,6.366,20.636,1.2709,1.96,-0.46,2.42,0.61,96.07
2022-02-09,4587.18,19.96,0.7838,1.1313,1.1435,1.354,115.44,6.3619,20.5,1.2675,1.94,-0.48,2.42,0.58,94.95
2022-02-10,4504.08,23.91,0.78963,1.13603,1.1487,1.3636,115.84,6.3526,20.433,1.2647,2.03,-0.42,2.45,0.42,96.37
2022-02-11,4418.64,27.36,0.80308,1.14576,1.1404,1.3601,115.91,6.354,20.406,1.2678,1.92,-0.51,2.43,0.42,97.5
2022-02-14,4401.67,28.33,0.79773,1.14376,1.1306,1.3516,115.72,6.3567,20.402,1.2732,1.98,-0.5,2.48,0.4,101.66
2022-02-15,4471.07,25.7,0.78954,1.15447,1.1363,1.3539,115.64,6.3385,20.363,1.2742,2.05,-0.43,2.48,0.47,98.43
2022-02-16,4475.01,24.29,0.79156,1.15629,1.1381,1.3585,115.41,6.3366,20.312,1.2687,2.03,-0.43,2.46,0.51,97.44
2022-02-17,4380.26,28.11,0.80383,1.15366,1.1364,1.3624,115.03,6.3381,20.285,1.2696,1.97,-0.46,2.43,0.48,95.28
2022-02-18,4348.87,27.75,0.80957,1.15385,1.1327,1.3585,115.08,6.3251,20.299,1.2748,1.92,-0.49,2.41,0.45,96.18
2022-02-21,4348.87,27.75,0.80957,1.15385,1.1327,1.3585,115.08,6.3251,20.299,1.2748,1.92,-0.49,2.41,0.45,98.95
2022-02-22,4304.76,28.81,0.81427,1.14965,1.1342,1.3597,114.94,6.326,20.282,1.2736,1.94,-0.51,2.45,0.38,98.73
2022-02-23,4225.5,31.02,0.82424,1.15107,1.1316,1.3555,115.12,6.3134,20.245,1.2717,1.99,-0.54,2.53,0.41,99.29
2022-02-24,4288.7,30.32,0.79769,1.15617,1.1154,1.336,115.45,6.3283,20.643,1.284,1.96,-0.59,2.55,0.42,101.29
2022-02-25,4384.65,27.59,0.80649,1.15854,1.1261,1.3407,115.62,6.3169,20.415,1.274,1.97,-0.57,2.54,0.42,98.56
2022-02-28,4373.94,30.15,0.79842,1.1628,1.1224,1.3419,115.11,6.3084,20.403,1.2662,1.83,-0.79,2.62,0.39,103.08
2022-03-01,4306.26,33.32,0.79612,1.15882,1.1103,1.3318,114.87,6.3116,20.579,1.2709,1.72,-0.9,2.62,0.41,110.93
2022-03-02,4386.54,30.74,0.79932,1.16658,1.1102,1.3365,115.59,6.321,20.619,1.2657,1.86,-0.85,2.71,0.36,118.94
2022-03-03,4363.49,30.48,0.81106,1.16133,1.1053,1.3326,115.67,6.3195,20.714,1.2675,1.86,-0.83,2.69,0.33,115.36
2022-03-04,4328.87,31.98,0.8207,1.15312,1.0912,1.3214,114.65,6.3188,20.936,1.276,1.74,-0.93,2.67,0.24,123.86
2022-03-07,4201.09,36.45,0.83385,1.15635,1.086,1.3115,115.41,6.3194,21.236,1.2772,1.78,-0.99,2.77,0.23,129.02
2022-03-08,4170.7,35.13,0.83263,1.17131,1.0881,1.3101,115.64,6.3178,21.396,1.2893,1.86,-1.04,2.9,0.23,133.18
2022-03-09,4277.88,32.45,0.81477,1.17159,1.1069,1.316,115.87,6.3174,20.952,1.2812,1.94,-0.9,2.84,0.26,116.58
2022-03-10,4259.52,30.23,0.81981,1.17575,1.1007,1.3108,116.05,6.3212,20.974,1.2772,1.98,-0.88,2.86,0.26,114.54
2022-03-11,4204.31,30.75,0.82843,1.17678,1.0937,1.3063,117.08,6.3389,20.964,1.2723,2.0,-0.94,2.94,0.25,118.11
2022-03-14,4173.11,31.77,0.84002,1.16753,1.0979,1.3044,118.0,6.3645,20.906,1.2774,2.14,-0.79,2.93,0.27,110.39
2022-03-15,4262.45,29.83,0.82598,1.15941,1.0974,1.3065,118.19,6.3696,20.885,1.2806,2.15,-0.69,2.84,0.3,105.14
2022-03-16,4357.86,26.67,0.81174,1.16644,1.0996,1.3096,118.48,6.351,20.728,1.2742,2.19,-0.61,2.8,0.24,104.61
2022-03-17,4411.67,25.67,0.80938,1.16784,1.111,1.3159,118.45,6.3459,20.551,1.2637,2.2,-0.71,2.91,0.26,113.5
2022-03-18,4463.12,23.87,0.79723,1.16365,1.1044,1.3169,119.17,6.3609,20.404,1.2633,2.14,-0.72,2.86,0.17,114.32
2022-03-21,4461.18,23.53,0.80001,1.15528,1.1048,1.3201,119.15,6.3552,20.286,1.258,2.32,-0.58,2.9,0.18,122.29
2022-03-22,4511.61,22.94,0.79145,1.15273,1.1022,1.3258,120.66,6.366,20.265,1.2604,2.38,-0.53,2.91,0.2,121.53
2022-03-23,4456.24,23.57,0.79454,1.14655,1.1001,1.3212,121.02,6.372,20.17,1.2555,2.32,-0.62,2.94,0.19,127.52
2022-03-24,4520.16,21.67,0.78747,1.14306,1.1006,1.3183,122.08,6.367,20.12,1.2532,2.34,-0.58,2.92,0.21,123.98
2022-03-25,4543.06,20.81,0.7954,1.14162,1.0985,1.3193,121.98,6.3658,19.94,1.2512,2.48,-0.47,2.95,0.18,122.67
2022-03-28,4575.52,19.63,0.78436,1.13073,1.0977,1.3091,123.25,6.3714,20.14,1.255,2.46,-0.49,2.95,0.11,114.5
2022-03-29,4631.6,18.9,0.78023,1.14398,1.1104,1.3125,122.61,6.3635,20.012,1.2513,2.41,-0.45,2.86,0.06,112.79
2022-03-30,4602.45,19.33,0.78564,1.13312,1.1163,1.3149,121.97,6.347,19.833,1.2495,2.35,-0.51,2.86,0.04,115.59
2022-03-31,4530.41,20.56,0.78779,1.13799,1.1093,1.3152,121.44,6.3393,19.911,1.2482,2.32,-0.52,2.84,0.04,107.29
2022-04-01,4545.86,19.63,0.78787,1.14424,1.1043,1.3114,122.6,6.3625,19.837,1.2507,2.39,-0.41,2.8,-0.05,106.13
2022-04-04,4582.64,18.57,0.77379,1.13575,1.0992,1.3116,122.7,6.3619,19.745,1.2491,2.42,-0.38,2.8,-0.01,108.15
2022-04-05,4525.12,21.03,0.78164,1.12731,1.0921,1.3101,123.48,6.3619,19.932,1.2452,2.54,-0.3,2.84,0.03,106.6
2022-04-06,4481.15,22.1,0.80017,1.12389,1.0913,1.3082,123.7,6.359,20.045,1.2502,2.61,-0.22,2.83,0.11,100.81
2022-04-07,4500.21,21.55,0.80094,1.11567,1.09,1.306,123.8,6.36,20.16,1.2592,2.66,-0.16,2.82,0.19,99.83
2022-04-08,4488.28,21.16,0.81182,1.11387,1.0874,1.3032,124.31,6.3643,20.077,1.2577,2.72,-0.15,2.87,0.19,101.26
2022-04-11,4412.53,24.37,0.82359,1.12689,1.0875,1.3033,125.55,6.3692,20.01,1.2622,2.79,-0.12,2.91,0.29,97.92
2022-04-12,4397.45,24.26,0.826,1.13329,1.0852,1.3031,125.25,6.3651,19.841,1.2609,2.72,-0.14,2.86,0.33,104.42
2022-04-13,4446.59,21.82,0.81761,1.14038,1.0874,1.3072,125.51,6.3678,19.802,1.2595,2.7,-0.1,2.8,0.33,108.49
2022-04-14,4392.59,22.7,0.83146,1.14543,1.0796,1.3052,125.92,6.3775,19.99,1.2628,2.83,-0.06,2.89,0.36,110.83
2022-04-15,4392.59,22.7,0.83146,1.14543,1.0812,1.3066,126.31,6.3705,19.953,1.2613,2.83,-0.06,2.89,0.36,110.83
2022-04-18,4391.69,22.17,0.83067,1.14001,1.0785,1.3019,126.77,6.363,19.9311,1.262,2.85,-0.07,2.92,0.39,110.83
2022-04-19,4462.21,21.37,0.82473,1.14456,1.0789,1.3009,128.55,6.393,20.05,1.2618,2.93,0.0,2.93,0.32,105.49
2022-04-20,4459.45,20.32,0.83809,1.15142,1.0857,1.3055,127.76,6.4188,19.999,1.249,2.85,-0.07,2.92,0.25,105.05
2022-04-21,4393.66,22.68,0.84785,1.14443,1.0839,1.3042,128.62,6.45,20.165,1.2526,2.9,-0.12,3.02,0.22,107.2
2022-04-22,4271.78,28.21,0.85161,1.14665,1.079,1.2848,128.78,6.501,20.312,1.2716,2.9,-0.08,2.98,0.18,105.15
2022-04-25,4296.12,27.02,0.84286,1.14878,1.0703,1.2698,127.66,6.5585,20.256,1.2775,2.81,-0.1,2.91,0.18,99.27
2022-04-26,4175.2,33.52,0.8591,1.14582,1.0661,1.2617,127.37,6.5552,20.434,1.2796,2.77,-0.08,2.85,0.23,102.89
2022-04-27,4183.96,31.6,0.85765,1.14134,1.0549,1.2547,128.44,6.5595,20.448,1.283,2.82,-0.06,2.88,0.24,103.3
2022-04-28,4287.5,29.99,0.84344,1.13393,1.05,1.2443,130.94,6.6243,20.561,1.2831,2.85,-0.12,2.97,0.22,105.78
2022-04-29,4131.93,33.4,0.85429,1.14496,1.0537,1.2565,129.84,6.608,20.359,1.2802,2.89,0.01,2.88,0.19,108.36
2022-05-02,4155.38,32.34,0.84515,1.14811,1.0521,1.2523,130.18,6.6079,20.431,1.2884,2.99,0.18,2.81,0.26,108.36
2022-05-03,4175.48,29.25,0.84951,1.15166,1.0532,1.251,130.09,6.6079,20.346,1.2837,2.97,0.14,2.83,0.19,104.94
2022-05-04,4300.17,25.42,0.84479,1.14718,1.0539,1.2487,129.97,6.6079,20.226,1.2817,2.93,0.07,2.86,0.27,110.53
2022-05-05,4146.87,31.2,0.86664,1.14661,1.0507,1.2334,130.41,6.6535,20.291,1.2849,3.05,0.18,2.87,0.34,112.11
2022-05-06,4123.34,30.19,0.87359,1.13564,1.0572,1.2344,130.35,6.6651,20.111,1.289,3.12,0.26,2.86,0.4,113.86
2022-05-09,3991.24,34.75,0.89021,1.12769,1.0559,1.2335,130.37,6.7295,20.302,1.2962,3.05,0.3,2.75,0.44,106.67
2022-05-10,4001.05,32.99,0.8779,1.11973,1.0531,1.2313,130.21,6.7343,20.403,1.303,2.99,0.34,2.65,0.37,102.61
2022-05-11,3935.18,32.56,0.89712,1.11551,1.0537,1.2317,130.2,6.7186,20.254,1.2943,2.91,0.21,2.7,0.25,107.7
2022-05-12,3930.08,31.77,0.90229,1.12961,1.0376,1.2198,128.1,6.786,20.306,1.3055,2.84,0.25,2.59,0.28,108.06
2022-05-13,4023.89,28.87,0.88659,1.13597,1.041,1.2242,129.23,6.788,20.127,1.2929,2.93,0.24,2.69,0.32,112.12
2022-05-16,4008.01,27.47,0.89759,1.13655,1.042,1.227,129.15,6.7852,20.057,1.2883,2.88,0.2,2.68,0.3,114.86
2022-05-17,4088.85,26.1,0.89035,1.14845,1.0532,1.2468,129.31,6.7361,19.973,1.2839,2.98,0.27,2.71,0.27,112.89
