timestamp,S&P500,VIX,ValueOverGrowth,SmallOverLarge,USD_to_EUR,USD_to_GBP,JPY_to_USD,CNH_to_USD,MXN_to_USD,CAD_to_USD,_10_y_UST,_10_y_UST_real,_10_y_BE,_2s10s_UST,Brent_Crude
2022-05-18,3923.68,30.96,0.90238,1.1545,1.0494,1.2396,128.22,6.754,19.993,1.2838,2.89,0.17,2.72,0.21,110.04
2022-05-19,3900.79,29.35,0.89593,1.15968,1.0587,1.2504,127.62,6.7109,19.925,1.2821,2.84,0.25,2.59,0.21,113.22
2022-05-20,3901.36,29.43,0.90013,1.1574,1.0559,1.2492,127.86,6.6921,19.863,1.2837,2.78,0.23,2.55,0.18,113.63
2022-05-23,3973.75,28.48,0.89809,1.14916,1.0668,1.2571,127.78,6.649,19.828,1.2784,2.86,0.26,2.6,0.21,115.13
2022-05-24,3941.48,29.45,0.91883,1.14368,1.0744,1.2544,126.56,6.653,19.879,1.284,2.76,0.21,2.55,0.26,115.77
2022-05-25,3978.73,28.37,0.91398,1.15397,1.0658,1.2539,127.31,6.6916,19.837,1.2837,2.75,0.19,2.56,0.27,116.41
2022-05-26,4057.84,27.5,0.90498,1.15522,1.0725,1.2582,127.23,6.738,19.801,1.2788,2.75,0.13,2.62,0.29,119.81
2022-05-27,4158.24,25.72,0.89075,1.15476,1.0709,1.2613,127.14,6.698,19.575,1.274,2.74,0.11,2.63,0.27,121.19
2022-05-30,4158.24,26.54,0.89075,1.15476,1.0709,1.2613,127.14,6.698,19.575,1.274,2.74,0.11,2.63,0.27,123.01
2022-05-31,4132.15,26.19,0.88916,1.14916,1.0731,1.2624,128.53,6.6715,19.68,1.2639,2.85,0.21,2.64,0.32,125.53
2022-06-01,4101.23,25.69,0.88823,1.15195,1.0646,1.2472,130.09,6.6858,19.75,1.267,2.94,0.29,2.65,0.28,122.2
2022-06-02,4176.82,24.72,0.87388,1.15488,1.0733,1.2557,129.83,6.6596,19.555,1.2587,2.92,0.26,2.66,0.27,122.2
2022-06-03,4108.54,24.79,0.88781,1.16405,1.0721,1.2496,130.71,6.6595,19.601,1.2581,2.96,0.22,2.74,0.3,125.68
2022-06-06,4121.43,25.07,0.88374,1.16397,1.0699,1.2544,131.55,6.6534,19.594,1.257,3.04,0.28,2.76,0.31,124.99
2022-06-07,4160.68,24.02,0.88495,1.16683,1.0697,1.2594,132.53,6.6675,19.601,1.255,2.98,0.25,2.73,0.23,126.89
2022-06-08,4115.77,23.96,0.88125,1.16215,1.074,1.2557,134.06,6.6825,19.57,1.2524,3.03,0.28,2.75,0.25,129.2
2022-06-09,4017.82,26.09,0.88496,1.16474,1.0656,1.2511,134.06,6.6915,19.612,1.2651,3.04,0.29,2.75,0.21,128.47
2022-06-10,3900.86,27.75,0.8984,1.16676,1.0521,1.233,134.19,6.7081,19.914,1.2782,3.15,0.39,2.76,0.09,127.44
2022-06-13,3749.63,34.02,0.90914,1.15654,1.0436,1.217,134.12,6.753,20.411,1.2851,3.43,0.69,2.74,0.03,128.44
2022-06-14,3735.48,32.69,0.9025,1.15641,1.0416,1.2011,134.89,6.7395,20.671,1.2933,3.49,0.89,2.6,0.04,127.02
2022-06-15,3789.99,29.62,0.88861,1.15471,1.0388,1.2057,134.5,6.7128,20.661,1.297,3.33,0.63,2.7,0.13,124.96
2022-06-16,3666.77,32.95,0.89956,1.13823,1.0531,1.2341,131.65,6.703,20.541,1.2925,3.28,0.66,2.62,0.14,125.78
2022-06-17,3674.84,31.13,0.88839,1.14702,1.0473,1.2201,135.14,6.716,20.429,1.3054,3.25,0.67,2.58,0.08,119.22
2022-06-20,3674.84,31.03,0.88839,1.14702,1.0473,1.2201,135.14,6.716,20.429,1.3054,3.25,0.67,2.58,0.08,118.25
2022-06-21,3764.79,30.19,0.8846,1.13571,1.0548,1.2277,136.25,6.688,20.195,1.2927,3.31,0.7,2.61,0.1,118.51
2022-06-22,3759.89,28.95,0.88371,1.13374,1.0583,1.228,136.05,6.6983,20.047,1.2932,3.16,0.62,2.54,0.1,115.54
2022-06-23,3795.73,29.05,0.8725,1.13392,1.0503,1.224,134.72,6.698,20.012,1.2979,3.09,0.59,2.5,0.08,114.5
2022-06-24,3911.74,27.23,0.86638,1.13385,1.0539,1.2273,135.22,6.6878,19.906,1.2919,3.13,0.57,2.56,0.09,117.36
2022-06-27,3900.11,26.95,0.87305,1.14162,1.0601,1.2305,135.26,6.6899,19.879,1.287,3.2,0.65,2.55,0.12,119.69
2022-06-28,3821.55,28.36,0.89095,1.14718,1.0534,1.22,136.19,6.707,19.983,1.2882,3.2,0.72,2.48,0.1,122.21
2022-06-29,3818.83,28.16,0.88431,1.13674,1.0477,1.2151,136.5,6.6997,20.163,1.2861,3.1,0.74,2.36,0.04,120.8
2022-06-30,3785.38,28.71,0.89099,1.13792,1.0469,1.2162,135.69,6.6981,20.118,1.2871,2.98,0.65,2.33,0.06,119.78
2022-07-01,3825.33,26.7,0.89168,1.13872,1.0409,1.2048,135.09,6.7,20.318,1.2915,2.88,0.54,2.34,0.04,119.21
2022-07-04,3825.33,27.53,0.89168,1.13872,1.0409,1.2048,135.09,6.7,20.318,1.2915,2.88,0.54,2.34,0.04,121.8
2022-07-05,3831.39,27.54,0.87119,1.1388,1.0254,1.1932,135.72,6.7192,20.551,1.3064,2.82,0.52,2.3,0.0,110.49
2022-07-06,3845.08,26.73,0.86629,1.12666,1.0173,1.1907,135.66,6.707,20.694,1.3052,2.93,0.64,2.29,-0.04,108.54
2022-07-07,3902.62,26.08,0.85912,1.13454,1.0159,1.1994,135.99,6.7005,20.599,1.2988,3.01,0.68,2.33,-0.02,113.4
2022-07-08,3899.38,24.64,0.85633,1.13351,1.0178,1.2036,136.16,6.6945,20.444,1.2947,3.09,0.72,2.37,-0.03,113.95
2022-07-11,3854.43,26.17,0.86741,1.12786,1.0088,1.1907,137.29,6.7175,20.735,1.2979,2.99,0.67,2.32,-0.08,114.85
2022-07-12,3818.8,27.29,0.87449,1.13532,1.0069,1.1905,136.68,6.7234,20.749,1.3003,2.96,0.64,2.32,-0.07,106.98
2022-07-13,3801.78,26.82,0.87323,1.13827,1.0081,1.1919,137.34,6.7175,20.725,1.2956,2.91,0.6,2.31,-0.22,107.17
2022-07-14,3790.38,26.4,0.86687,1.12972,1.0028,1.1827,138.94,6.7542,20.858,1.31,2.96,0.62,2.34,-0.19,107.74
2022-07-15,3863.16,24.23,0.86606,1.13168,1.0089,1.1857,138.57,6.7565,20.578,1.3041,2.93,0.57,2.36,-0.2,112.26
2022-07-18,3830.85,25.3,0.86829,1.13917,1.016,1.1989,138.23,6.742,20.389,1.2919,2.96,0.59,2.37,-0.19,117.27
2022-07-19,3936.69,24.5,0.86133,1.14586,1.0238,1.2022,137.94,6.743,20.464,1.2887,3.01,0.62,2.39,-0.22,114.96
2022-07-20,3959.9,23.88,0.85063,1.15368,1.0217,1.1989,138.16,6.754,20.469,1.2875,3.04,0.66,2.38,-0.21,115.86
2022-07-21,3998.95,23.11,0.84129,1.14707,1.0197,1.1968,137.94,6.7655,20.663,1.2885,2.91,0.58,2.33,-0.19,112.81
2022-07-22,3961.63,23.03,0.85312,1.14469,1.0225,1.2019,136.12,6.75,20.502,1.2861,2.77,0.43,2.34,-0.21,106.77
2022-07-25,3966.84,23.36,0.86114,1.15078,1.0211,1.2042,136.72,6.7499,20.464,1.2845,2.81,0.45,2.36,-0.19,108.23
2022-07-26,3921.05,24.69,0.87371,1.15778,1.0116,1.2036,136.62,6.7616,20.472,1.2891,2.81,0.45,2.36,-0.21,107.32
2022-07-27,4023.61,23.24,0.8527,1.15149,1.0108,1.2027,137.31,6.757,20.507,1.2881,2.78,0.36,2.42,-0.18,109.64
2022-07-28,4072.43,22.33,0.84903,1.15193,1.0163,1.2126,134.45,6.7465,20.383,1.2835,2.68,0.2,2.48,-0.17,109.68
2022-07-29,4130.29,21.33,0.83694,1.14462,1.0202,1.2183,133.25,6.7433,20.363,1.2801,2.67,0.14,2.53,-0.22,111.51
2022-08-01,4118.63,22.84,0.83878,1.14643,1.027,1.2278,131.8,6.7674,20.251,1.283,2.6,0.09,2.51,-0.3,106.09
2022-08-02,4091.19,23.93,0.83427,1.14792,1.0194,1.2218,132.32,6.7499,20.52,1.2855,2.75,0.27,2.48,-0.31,106.51
2022-08-03,4155.17,21.95,0.82204,1.14424,1.0146,1.2132,134.18,6.7565,20.553,1.2869,2.73,0.23,2.5,-0.37,101.82
2022-08-04,4151.94,21.44,0.81344,1.14057,1.0221,1.2141,133.28,6.7485,20.328,1.2852,2.68,0.22,2.46,-0.35,97.99
2022-08-05,4145.19,21.15,0.81837,1.15123,1.017,1.2061,135.33,6.7607,20.394,1.2942,2.83,0.37,2.46,-0.41,100.31
2022-08-08,4140.06,21.29,0.8226,1.16158,1.0207,1.2098,134.73,6.7505,20.2912,1.2854,2.77,0.29,2.48,-0.44,103.46
2022-08-09,4122.47,21.77,0.83032,1.15268,1.0226,1.2089,134.95,6.7525,20.281,1.288,2.8,0.33,2.47,-0.48,103.81
2022-08-10,4210.24,19.74,0.82132,1.15706,1.0337,1.2245,132.58,6.723,19.964,1.2773,2.78,0.35,2.43,-0.45,105.06
2022-08-11,4207.27,20.2,0.83055,1.16347,1.0338,1.223,132.66,6.7445,19.922,1.2744,2.87,0.4,2.47,-0.36,107.19
2022-08-12,4280.15,19.53,0.82559,1.16398,1.0257,1.2132,133.57,6.7425,19.869,1.2783,2.84,0.37,2.47,-0.41,103.7
2022-08-15,4297.14,19.95,0.82248,1.16168,1.0186,1.209,133.13,6.7715,19.84,1.2891,2.79,0.35,2.44,-0.41,98.25
2022-08-16,4305.2,19.69,0.82609,1.16313,1.0174,1.209,134.38,6.7875,19.918,1.2874,2.82,0.38,2.44,-0.43,95.36
2022-08-17,4274.04,19.9,0.82894,1.15416,1.0164,1.203,135.4,6.7805,20.067,1.2932,2.89,0.43,2.46,-0.39,97.22
2022-08-18,4283.74,19.56,0.83002,1.15973,1.0114,1.197,135.29,6.7855,20.085,1.2945,2.88,0.36,2.52,-0.34,96.35
2022-08-19,4228.48,20.6,0.83907,1.15381,1.0039,1.181,137.01,6.8164,20.186,1.2994,2.98,0.43,2.55,-0.27,96.45
2022-08-22,4137.99,23.8,0.84602,1.15539,0.9936,1.1752,137.57,6.8476,20.163,1.3038,3.03,0.46,2.57,-0.29,95.06
2022-08-23,4128.73,24.11,0.84679,1.1585,0.9976,1.1844,136.36,6.8476,20.017,1.2945,3.05,0.47,2.58,-0.24,99.49
2022-08-24,4140.77,22.82,0.84666,1.16267,0.9967,1.1802,136.92,6.8581,19.896,1.2969,3.11,0.49,2.62,-0.25,99.87
2022-08-25,4199.12,21.78,0.84259,1.16374,0.9959,1.1803,136.83,6.8477,19.944,1.2944,3.03,0.43,2.6,-0.32,98.81
2022-08-26,4057.66,25.56,0.85327,1.16646,0.9998,1.1778,137.07,6.8715,19.913,1.3006,3.04,0.47,2.57,-0.33,101.13
2022-08-29,4030.61,26.21,0.85755,1.16458,1.0,1.1718,138.74,6.9067,20.015,1.3001,3.12,0.54,2.58,-0.3,101.13
2022-08-30,3986.16,26.21,0.85676,1.16012,1.0018,1.1651,138.73,6.91,20.095,1.309,3.11,0.56,2.55,-0.35,99.34
2022-08-31,3955.0,25.87,0.85684,1.16196,1.0065,1.1647,138.69,6.889,20.086,1.3091,3.15,0.67,2.48,-0.3,96.55
2022-09-01,3966.85,25.56,0.85954,1.14672,0.995,1.1541,139.93,6.9066,20.22,1.316,3.26,0.81,2.45,-0.25,92.24
2022-09-02,3924.26,25.47,0.86277,1.15155,1.003,1.1582,140.03,6.8985,19.927,1.3089,3.2,0.73,2.47,-0.2,93.09
2022-09-05,3924.26,25.99,0.86277,1.15155,1.003,1.1582,140.03,6.8985,19.927,1.3089,3.2,0.73,2.47,-0.2,94.22
2022-09-06,3908.19,26.91,0.86472,1.14554,0.9914,1.1549,142.95,6.9532,20.109,1.3122,3.33,0.85,2.48,-0.17,91.43
2022-09-07,3979.87,24.64,0.86145,1.1493,0.9942,1.1473,144.39,6.965,20.026,1.3166,3.27,0.82,2.45,-0.18,86.83
2022-09-08,4006.18,23.61,0.86181,1.15129,0.9956,1.1489,144.05,6.9562,19.985,1.3118,3.29,0.88,2.41,-0.19,87.99
2022-09-09,4067.36,22.79,0.85545,1.15416,1.0046,1.16,142.44,6.924,19.887,1.3036,3.33,0.91,2.42,-0.23,91.68
2022-09-12,4110.41,23.87,0.85163,1.15492,1.0129,1.1701,142.41,6.9265,19.8,1.2976,3.37,0.95,2.42,-0.21,93.45
2022-09-13,3932.69,27.27,0.86631,1.16065,0.9997,1.1526,144.3,6.9245,20.066,1.3123,3.42,0.98,2.44,-0.33,92.04
2022-09-14,3946.01,26.16,0.86476,1.15963,0.9993,1.1564,142.93,6.9612,19.953,1.3156,3.41,0.95,2.46,-0.37,92.83
2022-09-15,3901.35,26.27,0.87029,1.16382,0.9991,1.1472,143.57,6.9934,20.067,1.3204,3.45,1.02,2.43,-0.42,89.28
2022-09-16,3873.33,26.3,0.87127,1.15519,1.0013,1.1419,143.04,6.9799,20.017,1.3273,3.45,1.07,2.38,-0.4,89.43
2022-09-19,3899.89,25.76,0.87015,1.15732,1.0003,1.1403,143.34,7.005,20.0,1.3287,3.49,1.15,2.34,-0.46,89.43
2022-09-20,3855.93,27.16,0.8656,1.15277,0.9994,1.1405,143.64,7.0176,19.995,1.3339,3.57,1.17,2.4,-0.39,89.62
2022-09-21,3789.93,27.99,0.86797,1.15572,0.988,1.133,144.14,7.0479,19.995,1.3397,3.51,1.13,2.38,-0.51,89.86
2022-09-22,3757.99,27.35,0.87202,1.14024,0.9841,1.1269,142.16,7.0772,19.964,1.3499,3.7,1.29,2.41,-0.41,90.4
2022-09-23,3693.23,29.92,0.87111,1.13315,0.9719,1.0921,143.18,7.1266,20.176,1.3581,3.69,1.32,2.37,-0.51,84.29
2022-09-26,3655.04,32.26,0.86498,1.12714,0.9623,1.0703,144.45,7.1384,20.373,1.3745,3.88,1.56,2.32,-0.39,82.55
2022-09-27,3647.29,32.6,0.85866,1.13185,0.9616,1.0753,144.71,7.176,20.316,1.3738,3.97,1.64,2.33,-0.33,85.97
2022-09-28,3719.04,30.18,0.86039,1.14267,0.9681,1.0832,144.15,7.199,20.305,1.3648,3.72,1.39,2.33,-0.35,89.55
2022-09-29,3640.47,31.84,0.86693,1.14001,0.9774,1.1048,144.45,7.1196,20.15,1.37,3.76,1.57,2.19,-0.4,89.41
2022-09-30,3585.62,31.62,0.86728,1.14961,0.9783,1.1134,144.71,7.1135,20.115,1.3752,3.83,1.68,2.15,-0.39,88.9
2022-10-03,3678.43,30.1,0.86869,1.15127,0.9809,1.1272,144.5,7.1103,20.033,1.3651,3.67,1.43,2.24,-0.45,90.68
2022-10-04,3790.93,29.07,0.86669,1.16178,0.9977,1.1446,144.32,7.1103,19.97,1.3551,3.62,1.38,2.24,-0.48,93.74
2022-10-05,3783.28,28.55,0.86557,1.1561,0.9866,1.1275,144.73,7.1103,20.107,1.3662,3.76,1.54,2.22,-0.39,94.35
2022-10-06,3744.52,30.52,0.85928,1.15958,0.9806,1.1133,144.94,7.1103,20.111,1.3732,3.83,1.61,2.22,-0.4,95.65
2022-10-07,3639.66,31.36,0.87186,1.15977,0.9785,1.1116,145.19,7.1103,20.03,1.3692,3.89,1.62,2.27,-0.41,98.88
2022-10-10,3612.39,32.45,0.87653,1.16225,0.9785,1.1116,145.19,7.1103,20.03,1.3692,3.89,1.62,2.27,-0.41,97.13
2022-10-11,3588.84,33.63,0.88599,1.17135,0.9757,1.1168,145.55,7.1639,19.947,1.3737,3.93,1.62,2.31,-0.37,95.17
2022-10-12,3577.03,33.57,0.88507,1.17007,0.9692,1.1096,146.87,7.172,20.025,1.3797,3.91,1.62,2.29,-0.37,93.44
2022-10-13,3669.91,31.94,0.88944,1.16873,0.978,1.1344,147.15,7.17,19.992,1.3744,3.97,1.63,2.34,-0.5,95.16
2022-10-14,3583.07,32.02,0.90199,1.16796,0.9739,1.1208,148.46,7.1895,20.068,1.3873,4.0,1.59,2.41,-0.48,92.22
2022-10-17,3677.95,31.37,0.89123,1.1717,0.9843,1.1427,148.71,7.1946,19.978,1.3723,4.02,1.57,2.45,-0.43,91.04
2022-10-18,3719.98,30.5,0.892,1.17343,0.9842,1.1307,149.23,7.2001,20.04,1.379,4.01,1.6,2.41,-0.42,89.46
2022-10-19,3695.16,30.76,0.89048,1.16127,0.978,1.1232,149.77,7.228,20.126,1.3783,4.14,1.72,2.42,-0.41,91.34
2022-10-20,3665.78,29.98,0.88708,1.15593,0.9823,1.1288,149.82,7.2129,20.031,1.3715,4.24,1.73,2.51,-0.38,91.52
2022-10-21,3752.75,29.69,0.88698,1.15361,0.9855,1.1292,146.35,7.2399,19.898,1.3673,4.21,1.69,2.52,-0.28,91.82
2022-10-24,3797.34,29.85,0.88643,1.14572,0.9874,1.1295,148.76,7.2629,19.945,1.3704,4.25,1.66,2.59,-0.25,91.57
2022-10-25,3859.11,28.46,0.87886,1.15651,0.9959,1.1469,147.85,7.2688,19.867,1.3616,4.1,1.59,2.51,-0.32,91.76
2022-10-26,3830.6,27.28,0.90048,1.16823,1.0068,1.1615,146.5,7.171,19.866,1.3551,4.04,1.6,2.44,-0.35,92.93
2022-10-27,3807.3,27.39,0.91495,1.17684,0.9985,1.1574,146.02,7.2239,19.838,1.3532,3.96,1.51,2.45,-0.34,94.17
2022-10-28,3901.06,25.75,0.9099,1.17467,0.9934,1.1573,147.68,7.2499,19.824,1.3622,4.02,1.51,2.51,-0.39,94.64
2022-10-31,3871.98,25.88,0.91592,1.18206,0.9885,1.1515,148.63,7.3048,19.848,1.3639,4.1,1.58,2.52,-0.41,93.3
2022-11-01,3856.1,25.81,0.92664,1.19034,0.9871,1.146,148.11,7.273,19.735,1.3639,4.07,1.56,2.51,-0.47,95.12
2022-11-02,3759.69,25.86,0.94117,1.18188,0.9875,1.1467,147.11,7.289,19.665,1.3628,4.1,1.57,2.53,-0.51,96.07
2022-11-03,3719.89,25.3,0.95575,1.18732,0.9759,1.1183,148.18,7.3,19.675,1.3729,4.14,1.74,2.4,-0.57,95.29
2022-11-04,3770.55,24.55,0.96111,1.186,0.9895,1.1279,147.22,7.2996,19.532,1.3528,4.17,1.69,2.48,-0.49,99.53
2022-11-07,3806.8,24.35,0.95827,1.18274,0.9997,1.1463,146.64,7.2266,19.467,1.3497,4.22,1.69,2.53,-0.5,99.87
2022-11-08,3828.11,25.54,0.95843,1.17759,1.0089,1.1595,145.38,7.2485,19.464,1.3389,4.14,1.64,2.5,-0.53,96.85
2022-11-09,3748.57,26.09,0.96593,1.17428,1.0037,1.1396,146.15,7.2401,19.571,1.3453,4.12,1.7,2.42,-0.49,93.05
2022-11-10,3956.37,23.53,0.93517,1.17907,1.0176,1.1677,141.78,7.184,19.37,1.3362,3.82,1.43,2.39,-0.52,94.25
2022-11-11,3992.93,22.52,0.92492,1.17852,1.0176,1.1677,141.78,7.184,19.37,1.3362,3.82,1.43,2.39,-0.52,96.37
2022-11-14,3957.25,23.73,0.93005,1.17612,1.0337,1.1728,140.43,7.071,19.392,1.3295,3.88,1.51,2.37,-0.52,93.59
2022-11-15,3991.73,24.54,0.9228,1.18229,1.0372,1.189,139.36,7.044,19.381,1.328,3.8,1.45,2.35,-0.57,94.3
2022-11-16,3958.79,24.11,0.92705,1.17122,1.0395,1.1889,139.59,7.0964,19.314,1.3343,3.67,1.38,2.29,-0.68,92.61
2022-11-17,3946.56,23.93,0.93077,1.1668,1.0341,1.1812,140.45,7.1551,19.44,1.3343,3.77,1.49,2.28,-0.66,91.0
2022-11-18,3965.34,23.12,0.93719,1.1681,1.0349,1.1902,140.03,7.1192,19.487,1.3379,3.82,1.57,2.25,-0.69,88.93
2022-11-21,3949.94,22.36,0.9497,1.16772,1.0238,1.1785,141.95,7.164,19.542,1.3483,3.83,1.52,2.31,-0.65,88.44
2022-11-22,4003.58,21.29,0.94723,1.16638,1.0276,1.188,141.29,7.1388,19.451,1.3401,3.76,1.44,2.32,-0.71,88.65
2022-11-23,4027.26,20.35,0.94011,1.16221,1.0364,1.204,139.76,7.158,19.373,1.3416,3.71,1.39,2.32,-0.75,85.9
2022-11-24,4027.26,20.42,0.94011,1.16221,1.0364,1.204,139.76,7.158,19.373,1.3416,3.71,1.39,2.32,-0.75,85.59
2022-11-25,4026.12,20.5,0.94536,1.16677,1.0402,1.2102,139.21,7.1642,19.333,1.337,3.68,1.36,2.32,-0.74,83.4
2022-11-28,3963.94,22.21,0.94664,1.16205,1.0386,1.2041,138.67,7.2074,19.308,1.3433,3.69,1.43,2.26,-0.77,83.5
2022-11-29,3957.63,21.89,0.95664,1.16765,1.0356,1.1996,138.28,7.1568,19.22,1.3636,3.75,1.5,2.25,-0.73,83.22
2022-11-30,4080.11,20.58,0.93637,1.1619,1.0323,1.1962,139.31,7.0879,19.366,1.3538,3.68,1.34,2.34,-0.7,85.61
2022-12-01,4076.57,19.84,0.93524,1.16116,1.0498,1.2252,135.55,7.0424,19.15,1.3427,3.53,1.17,2.36,-0.72,86.28
2022-12-02,4071.7,19.06,0.93779,1.16845,1.0521,1.2292,134.89,7.019,19.342,1.3448,3.51,1.08,2.43,-0.77,86.54
2022-12-05,3998.84,20.75,0.93968,1.15904,1.0494,1.2169,136.55,6.961,19.76,1.3571,3.6,1.21,2.39,-0.81,83.36
2022-12-06,3941.26,22.17,0.94737,1.15904,1.0497,1.2202,136.67,6.9935,19.845,1.3652,3.51,1.2,2.31,-0.83,79.92
2022-12-07,3933.92,22.68,0.95102,1.15719,1.0505,1.2194,136.57,6.9702,19.702,1.364,3.42,1.16,2.26,-0.84,77.11
2022-12-08,3963.51,22.29,0.94782,1.15571,1.0552,1.2235,136.45,6.9649,19.673,1.3574,3.48,1.2,2.28,-0.83,76.02
2022-12-09,3934.38,22.83,0.94578,1.15159,1.055,1.2311,136.4,6.9559,19.797,1.3604,3.57,1.31,2.26,-0.76,76.37
2022-12-12,3990.56,25.0,0.94715,1.14926,1.0545,1.2285,137.47,6.9773,19.821,1.3654,3.61,1.33,2.28,-0.78,78.0
2022-12-13,4019.65,22.55,0.94091,1.1486,1.063,1.2375,135.14,6.943,19.641,1.353,3.51,1.27,2.24,-0.71,80.14
2022-12-14,3995.32,21.14,0.94295,1.14937,1.0655,1.2408,134.95,6.9498,19.698,1.3567,3.49,1.3,2.19,-0.74,83.33
2022-12-15,3895.75,22.83,0.95489,1.15012,1.0638,1.2206,137.92,6.9716,19.786,1.3649,3.44,1.28,2.16,-0.79,82.34
2022-12-16,3852.36,22.62,0.95492,1.15433,1.061,1.2168,136.55,6.9708,19.787,1.369,3.48,1.35,2.13,-0.69,80.2
2022-12-19,3817.66,22.42,0.96336,1.14925,1.0624,1.218,136.87,6.9772,19.726,1.3638,3.57,1.42,2.15,-0.68,81.66
2022-12-20,3821.62,21.48,0.96449,1.15352,1.0635,1.2146,131.08,6.96,19.795,1.3618,3.69,1.45,2.24,-0.56,79.45
2022-12-21,3878.44,20.07,0.96228,1.15491,1.0599,1.2072,132.36,6.981,19.715,1.3622,3.68,1.41,2.27,-0.53,80.25
2022-12-22,3822.39,21.97,0.97466,1.15768,1.0588,1.2032,132.34,6.9829,19.592,1.3653,3.67,1.48,2.19,-0.57,79.58
2022-12-23,3844.82,20.87,0.97754,1.15646,1.0621,1.2054,132.78,6.988,19.43,1.3587,3.75,1.55,2.2,-0.56,82.45
2022-12-26,3844.82,20.87,0.97754,1.15646,1.0621,1.2054,132.78,6.988,19.43,1.3587,3.75,1.55,2.2,-0.56,82.45
2022-12-27,3829.25,21.65,0.99043,1.15556,1.0654,1.2032,133.43,6.96,19.4,1.3504,3.84,1.58,2.26,-0.48,82.45
2022-12-28,3783.22,22.14,0.99158,1.15115,1.0622,1.2034,134.27,6.9774,19.398,1.3588,3.88,1.6,2.28,-0.43,81.7
2022-12-29,3849.28,21.44,0.98006,1.15917,1.0668,1.206,133.16,6.9625,19.357,1.3546,3.83,1.56,2.27,-0.51,80.96
2022-12-30,3839.5,21.67,0.97916,1.15884,1.0698,1.2077,131.81,6.8972,19.496,1.3532,3.88,1.58,2.3,-0.53,82.82
2023-01-02,3839.5,21.67,0.97916,1.15884,1.0698,1.2077,131.81,6.8972,19.496,1.3532,3.88,1.58,2.3,-0.53,82.82
2023-01-03,3824.14,22.9,0.98729,1.15841,1.0559,1.197,130.83,6.9135,19.421,1.3664,3.79,1.53,2.26,-0.61,80.36
2023-01-04,3852.97,22.01,0.99444,1.16608,1.062,1.2063,132.0,6.8875,19.33,1.3492,3.69,1.47,2.22,-0.67,75.31
2023-01-05,3808.1,22.46,1.00421,1.16757,1.0522,1.1902,133.57,6.88,19.375,1.3579,3.71,1.49,2.22,-0.74,76.73
2023-01-06,3895.08,21.13,1.00388,1.16786,1.0619,1.2064,132.21,6.837,19.172,1.3452,3.55,1.34,2.21,-0.69,76.41
2023-01-09,3892.09,21.97,0.99109,1.16914,1.0759,1.2206,131.58,6.77,19.176,1.3372,3.53,1.31,2.22,-0.66,77.5
2023-01-10,3919.25,20.58,0.98762,1.17645,1.0737,1.2155,132.25,6.777,19.105,1.3433,3.61,1.37,2.24,-0.63,78.4
2023-01-11,3969.61,21.09,0.97663,1.17565,1.074,1.2125,132.58,6.77,19.018,1.3422,3.54,1.31,2.23,-0.66,81.11
2023-01-12,3983.17,18.83,0.97404,1.18837,1.0823,1.2182,129.75,6.7365,18.875,1.338,3.43,1.22,2.21,-0.69,82.59
2023-01-13,3999.09,18.35,0.97164,1.19006,1.0811,1.2194,127.85,6.701,18.785,1.3413,3.49,1.31,2.18,-0.73,83.43
2023-01-16,3999.09,19.49,0.97164,1.19006,1.0811,1.2194,127.85,6.701,18.785,1.3413,3.49,1.31,2.18,-0.73,82.65
2023-01-17,3990.97,19.36,0.96562,1.19062,1.0793,1.2264,128.18,6.7723,18.74,1.338,3.53,1.36,2.17,-0.65,84.38
2023-01-18,3928.86,20.34,0.95908,1.19245,1.0827,1.2369,128.45,6.7534,18.748,1.3436,3.37,1.25,2.12,-0.69,83.78
2023-01-19,3898.85,20.52,0.95921,1.18986,1.081,1.2366,128.48,6.7738,19.066,1.3494,3.39,1.19,2.2,-0.7,85.08
2023-01-20,3972.61,19.85,0.9462,1.18789,1.0831,1.2374,129.97,6.7825,18.912,1.3416,3.48,1.25,2.23,-0.66,86.96
2023-01-23,4019.81,19.81,0.93803,1.18889,1.0865,1.237,130.69,6.7899,18.824,1.3384,3.52,1.24,2.28,-0.69,87.54
2023-01-24,4016.95,19.2,0.94007,1.18654,1.0873,1.2323,130.07,6.7899,18.841,1.3369,3.46,1.19,2.27,-0.66,85.25
2023-01-25,4016.22,19.08,0.94204,1.18949,1.0901,1.2374,129.64,6.7899,18.844,1.3413,3.46,1.17,2.29,-0.65,85.08
2023-01-26,4060.43,18.73,0.9323,1.18531,1.0866,1.237,130.4,6.7899,18.836,1.3348,3.49,1.16,2.33,-0.68,86.29
2023-01-27,4070.56,18.51,0.92281,1.18785,1.0857,1.2379,129.94,6.7899,18.773,1.3314,3.52,1.19,2.33,-0.67,85.36
2023-01-30,4017.77,19.94,0.93174,1.18924,1.0867,1.2373,130.34,6.7501,18.77,1.335,3.55,1.26,2.29,-0.7,84.9
2023-01-31,4076.6,19.4,0.92702,1.19954,1.0858,1.2324,130.17,6.754,18.798,1.3333,3.52,1.28,2.24,-0.69,83.42
2023-02-01,4119.21,17.87,0.91496,1.20518,1.0917,1.2308,129.27,6.7406,18.708,1.3335,3.39,1.14,2.25,-0.7,81.61
2023-02-02,4179.76,18.73,0.89135,1.20963,1.0918,1.226,128.45,6.7266,18.618,1.3317,3.4,1.18,2.22,-0.69,80.57
