timestamp,S&P500,VIX,ValueOverGrowth,SmallOverLarge,USD_to_EUR,USD_to_GBP,JPY_to_USD,CNH_to_USD,MXN_to_USD,CAD_to_USD,_10_y_UST,_10_y_UST_real,_10_y_BE,_2s10s_UST,Brent_Crude,Return On Assets - Actual,Price To Sales Per Share,Total Debt To Enterprise Value,Price To Book Value Per Share,Company Market Capitalization,Trailing 30-day Price Net Change,Average Daily Value Traded - 30 Days,Weekly Sharpe Ratio - 2 Year,Volatility - 260 days,RSI Simple - 14 Days,Short Interest Pct,Days To Cover,Convexity
MCD.N,-0.6758480456669171,0.024700072543054546,0.5393286100171624,0.1346054359373883,-0.24976177118406506,-0.20444373712824734,-0.02041870791740123,0.4695870579945178,-0.03698347503338877,0.1464754157125219,-0.11619862454678029,-0.14724032828062128,-0.06309254816087817,-0.4093384992091603,-0.3722061535394935,0.525,1.388,-0.048,-1.758,1.669,1.248,1.274,1.39,-2.13,0.836,-1.04,-0.288,0.639
WAB.N,0.54540216467263,-0.7160500328735446,1.066132486466637,1.9975039899227376,0.34252305281055173,0.544295151134104,-0.027265436810644667,-0.34337244232679187,-1.458444211160646,-1.2231985721621903,0.5537850554585688,-0.3165149717864005,1.028458869516085,0.12392332721306408,0.7592686011700428,-0.209,-0.282,0.137,-0.545,-0.607,-0.077,-0.992,1.032,-0.552,-0.485,-0.5,0.234,0.5
TSLA.OQ,2.6334895544269425,-2.181847765833406,-3.8384189724795776,0.801800578458971,0.5620105778113799,1.335622022232069,-0.2778178882414872,-1.001821918956487,-1.571614929784981,-1.5832292417671876,-1.0259178344873325,-2.163932961953118,1.6113967288748372,-1.338205021538449,0.8522190902108514,0.559,0.746,-2.22,1.006,2.344,-1.84,4.301,0.276,2.441,0.731,0.567,-2.351,1.07
AES.N,0.7271227550730799,-1.5350753071588987,0.07083464434759228,1.8471857767080746,0.3113612175470109,0.5800661244003065,0.11919375992366442,-0.6626959320706123,-1.145706360659379,-1.1421928099143455,0.0018207559502485804,-0.8933227292359889,1.1356140465454403,-0.20599649021634955,0.5791756209903368,-0.661,-0.652,1.131,0.443,-0.552,-0.092,-0.775,-0.242,0.163,-0.818,0.186,0.74,1.236
AME.N,0.1684896849389269,-0.5794854131681946,0.5845012772233525,0.5957193146998787,-0.06304563348313327,0.011748688021282708,-0.11299081763467403,-0.07196079352407202,-0.46934985833837944,-0.37668705789024254,-0.03592402497135691,-0.24621017814086762,0.17825757878779147,-0.1294034240942,0.22666673103523072,0.14,0.778,-0.795,0.225,-0.058,0.182,-0.493,0.626,-1.055,1.383,-1.174,-0.471,0.053
CRL.N,1.0952635305734995,-1.3209720407005958,-1.1116056406257513,0.5057673234595533,0.9568626234916031,0.9955881142811424,-0.6313713698057073,-0.7879332079121673,-1.1448231585278565,-1.278105280849417,-0.5734807910810632,-0.7990522732600353,0.2700967491903284,-0.15623509252562318,0.5561341225514516,-0.08,0.027,0.256,0.164,-1.081,-0.453,-1.053,-1.077,1.04,-0.428,0.197,-1.142,-0.427
HOLX.OQ,-0.39927260382870305,-0.4592004692516825,-0.09185100559501432,0.29130970725244537,-0.03867507324883763,0.013102085054741105,-0.7716261487208608,-0.07326544223850744,-0.3547210087643316,0.1452103086762854,-0.5332679785948141,-0.59129808581511,0.029419888280870166,-0.7531606618697742,0.3037647432019148,1.008,0.337,-0.073,0.065,-0.594,0.16,-0.344,1.051,-0.903,-0.204,0.741,1.414,-1.043
LVS.N,0.34640099936430846,-1.1153849424667983,-0.0801576171701394,1.6730767177013461,0.2847095945703344,0.020783640228695555,0.4652319633218837,-0.6502197144149381,-0.7570299698677515,-1.1535646946543583,0.8083843050743547,0.38585591350477927,0.3659674865667587,0.2665426849558569,1.0088786502874045,-1.906,1.531,0.697,0.968,0.072,0.316,0.061,0.386,1.228,-0.669,0.351,0.398,2.861
BBWI.N,2.510447892897257,-2.2325602295807943,-0.62373841831752,3.3359810464184756,1.5537647596552393,1.9414307720110198,-0.585159418629524,-0.4608949545615758,-2.461947305304173,-1.9503383509770764,-0.38180601394572733,-2.322134638416609,2.654423169334675,-0.046822463404474095,1.513875530810802,0.633,-0.855,0.728,-1.758,-1.218,-0.215,-1.087,-0.682,1.906,-1.041,1.925,0.417,-0.085
EMN.N,0.9674757160846846,-1.360710374904916,1.217021640340673,1.830470190376874,0.4765791265994083,0.7123932961534802,0.0614846283399893,-0.6823335725263063,-1.4703494976147427,-1.6898215784048907,0.3945515085555442,-0.6106843715725262,1.238900340277621,0.5312772108203284,1.0802590786464532,-0.187,-1.125,0.751,-0.554,-1.203,-0.273,-1.268,-1.544,0.273,-0.343,-0.51,-0.892,-0.476
NI.N,-0.7254062800215747,0.3302752222850395,1.2117947282578931,-0.26020790001882443,-0.22735134017841419,-0.1678088906925847,-0.49166524204168405,0.07793326867614493,-0.07289410022607043,0.19892680574641,-0.5131557498592214,-0.24716208580343813,-0.4285002823982824,-0.2539975053923675,-0.8025464399166365,-0.902,-0.398,1.011,-0.67,-1.012,0.051,-1.089,0.506,-0.93,0.311,-0.032,-0.865,-1.182
LMT.N,-1.0176199845791472,0.43048580615594617,1.389408941170234,-0.3577457618382178,-0.8360309907043715,-0.604607456706611,-0.19715479673427327,0.5184170451791713,0.18067517273501887,0.35746729250199355,0.1497762242301601,0.15718051261999452,-0.15192710555949054,0.011119535695241444,-0.3645754448524894,0.435,-0.416,-0.618,1.099,1.27,-1.508,0.705,0.571,-1.289,-1.32,-0.679,-0.188,-0.448
NOW.N,0.6138893386433802,-0.4166557585250271,-2.504624135795303,-0.475168133828287,0.379342688523758,0.13340222705342086,-0.48423459935834146,-0.5834491399766666,-0.2861730881406489,0.11291546027821621,-0.9998350603900739,-0.45876183821531685,-0.7513139025100121,-0.4447868549420873,0.1226746542631719,0.361,1.835,-1.798,1.628,0.802,1.06,0.806,0.367,1.41,-0.206,-0.042,0.008,0.823
CHTR.OQ,-0.257430227372636,0.0072442480068869095,0.0774825828320719,-0.21817797322519514,0.49357756735016534,0.3430426286982142,-0.5571604653263086,-0.5116319425125931,-0.12341068034207908,-0.11420721584330991,-0.9032537936293574,-0.7081939448084252,-0.2777702153746163,-0.45557455660177676,-0.47623381198881526,-0.793,-1.053,1.344,0.495,0.421,-0.735,0.83,-1.49,0.785,0.585,1.801,1.636,-1.658
NWSA.OQ,0.1585908390375336,-0.33952432138537525,0.5808846674291032,1.0368481208542968,0.24413633885224403,0.04178808381800298,0.17754667082142264,-0.6305818722153762,-0.9578681871233776,-0.8176739871022314,0.9244679229343982,0.6903758541085766,0.08600016394445786,0.5982313673514702,0.5848048043751086,-0.662,-1.032,0.346,-0.77,-1.132,0.087,-1.666,-1.088,0.402,0.942,-0.282,-0.293,0.158
HIG.N,0.30247852163629574,-0.9972905742667486,1.5093387586443068,1.8066073364026976,0.3046467814796482,0.6455174944254578,0.16889842680077174,-0.01867443050863193,-1.2458357922092198,-0.9778155315466446,0.6821669593001625,-0.1393033599373716,0.9430438549992975,0.47664347391205425,0.3285460090181884,-0.849,-0.973,-0.063,-0.531,-0.333,0.049,-0.787,0.315,-0.794,0.234,-0.818,-0.538,-0.526
GPC.N,-0.10851448282181626,0.17140038420271977,1.3131222509543425,0.6573614201547647,0.020009106670267767,0.20318296536397565,-0.22424100109502448,0.22053292771522182,-0.7216226508508021,-0.5970436349804417,0.4460105680007907,0.20565757046930566,0.1574234812836356,0.1822982407957264,-0.010921070089994772,-0.256,-0.931,-0.293,0.613,-0.32,0.431,-0.29,1.361,-1.223,0.887,0.266,0.512,1.15
ENPH.OQ,2.885099017180418,-2.975529095438243,-4.033058012105127,2.9774931685012294,0.9383849275641128,1.3285290727048267,-0.3101538772777119,-1.2564575855053857,-1.6207442216632797,-1.9728530625701974,-1.7031307801855846,-3.0513886607632363,1.9954515090248195,-1.358036419740253,2.289407262658044,1.464,2.504,-1.349,3.005,0.053,-2.544,1.469,0.998,2.658,-1.517,1.089,-1.222,2.076
POOL.OQ,-0.21857560960393957,0.09690189778072555,-0.6958724791503571,-0.1390010682970824,-0.11645967725829083,-0.06214591646488856,-0.72222513968021,-0.23535123047799214,0.33781584907458917,0.12729879008179296,-1.02433517940215,-0.7088906098115499,-0.4310749362152924,-0.5237355180864084,-0.2673359633018645,-0.209,-0.438,-0.337,1.022,-1.021,0.245,-0.303,-0.41,0.89,-0.134,2.405,2.463,-0.146
WFC.N,0.5030170436946894,-0.8032097227532751,1.7116859468689751,1.7080926977922068,0.5068921144137151,0.5155752374078639,0.5924131063131999,6.286328336762145e-05,-1.2921769292533074,-1.2769673928042542,1.3252601670111257,0.5923559409161295,0.7344236308838475,1.0537015980704534,0.47863935794934753,-1.109,0.203,1.243,-1.018,1.472,0.014,1.631,-0.437,-0.028,-0.997,-1.387,-1.169,-0.212
VZ.N,-1.94123123422794,1.1978640372286697,1.432590896949555,-0.8823476924430482,-0.6558046002054072,-0.8556720678557599,-0.16064152999588407,0.259574458904789,0.8725047848126234,0.9429270217470096,0.014487828774717508,0.7145071624179634,-1.107416340242824,0.04992269282249521,-0.7892892078499356,-0.338,-0.876,1.05,-0.523,1.521,-0.066,0.968,-1.472,-1.348,0.638,-1.102,-1.223,-1.365
COP.N,0.6252811045795726,-1.8490608659640262,2.1040329198120054,2.8196330204364353,-0.4508047980739746,0.39851885826459355,0.7771887385083525,-0.04127383044740774,-1.183336954851794,-1.87149656712723,1.24401372089021,-0.505338433419402,2.1732748888753477,0.4200450066532691,2.8175947161641828,0.178,-0.422,-0.366,-0.147,1.407,0.019,1.11,1.491,0.892,-0.34,-1.237,-1.049,-1.102
TSCO.OQ,-0.5984345428013681,-0.23902643877458898,-0.10007079985253775,0.02642607281993675,-0.8416754273346899,-0.6733272487406743,0.2959579094335391,0.4617811236209313,0.5044407585303097,0.4835754404226569,0.0031514147809122007,-0.16955247960874759,0.12033588566720245,-0.15527355928590825,0.0053141397601847015,0.567,-0.488,-1.196,1.297,-0.304,0.651,0.315,1.008,-0.023,-0.613,1.134,0.982,-0.891
GLW.N,0.06838731120932928,-0.043332071921424055,0.5357565793676706,0.49816885829202695,0.18891344173105257,0.02166393087557949,-0.08924496824304345,-0.00902106885810336,-0.5222240748566516,-0.31128149784632764,0.29518896943322026,0.19286677675183325,-0.01678310876605293,0.2586706535223958,-0.05569352551668394,-0.421,-0.471,0.238,-0.359,-0.224,-0.252,-0.302,-1.016,-0.458,-1.342,-0.656,-0.094,0.446
ILMN.OQ,0.6282798182014412,-0.6967052206818004,-1.7668473422006492,-0.026667214642833673,0.9534412978875756,0.5750215751090061,-0.6491659774970888,-0.6524436378722688,-0.16394716200282874,-0.7466437678718442,-0.944747297958882,-0.9155403056923318,-0.03929826949416457,-0.577885915713784,-0.25611165192239,-0.168,1.104,-1.018,0.27,-0.067,-1.12,0.305,-1.042,1.901,-0.699,0.513,0.503,-0.118
JKHY.OQ,-1.1364847598142978,0.7230093962520164,0.3556196680634747,-0.9611256863397115,-0.7416927026671902,-0.6728496379394318,-0.07463620899236265,0.31715117606420173,0.66025935246993,0.7639368313592134,-0.07521344579010099,0.37988056830990874,-0.7515292333191669,-0.21809238951497928,-0.2043413924838075,0.78,1.039,-1.824,0.892,-0.943,0.536,-0.341,0.064,-0.412,0.123,0.811,1.058,-1.38
ZBH.N,0.5057687750061212,-0.8290126538641501,0.21559689453030104,1.2867487657870045,0.4397236197545853,0.6242464031005241,-0.180253838485937,-0.406942795286698,-1.1044474371090176,-0.9234417545255199,0.02107490231596593,-0.5354251721219347,0.6572640528518212,-0.2710438738224415,0.5253118089852281,-0.349,0.37,0.093,-0.411,-0.233,0.682,-0.368,-0.571,-0.892,0.096,-0.293,-0.206,-0.025
FOXA.OQ,-0.3402411660411115,0.08824696108572976,1.100183921077951,0.9206766174864794,-0.10696261633256605,0.06338398617057578,-0.0272621251152099,-0.24188508258280353,-0.47150367962896744,-0.6093100747982805,0.5892890456911174,0.2787949657267573,0.23722516640925848,0.05350545540516126,0.453952893790614,-0.272,-0.914,0.854,-0.723,-0.727,-0.193,-0.504,-0.539,-0.202,-0.735,0.742,0.624,-1.477
TTWO.OQ,-1.1835004112908911,0.7508485076960976,-0.9651831271025723,-0.7320838051964839,0.11200366962004045,-0.3536625255230092,-0.45716036070169186,-0.5124411192240788,0.9403895939575789,0.6205763729522612,-0.8008244591865974,-0.3715237191816522,-0.6203105672570706,-0.5465779249574167,-0.552697962126192,0.041,0.419,0.036,-0.54,-0.643,0.593,-0.035,-0.483,0.661,-0.032,1.236,0.467,-0.358
FFIV.OQ,-0.03782630768633345,-0.3458512522024294,-0.32446854724838714,0.5409753940241526,-0.1431084580839642,0.015655558536976394,-0.19410467129861325,-0.20059909009888705,0.004553863411840325,-0.09415923819771166,-0.4249791624997923,-0.5564180460448309,0.11839288166365787,-0.13666371341316944,0.04784702929844976,0.395,0.137,-1.202,-0.014,-1.319,-0.372,-0.729,-0.898,-0.152,1.046,0.718,0.717,-0.568
AVY.N,0.0675590723084853,-0.07604593435736413,0.736391519287998,0.5225010812391984,0.045404731069610293,0.055944485747280184,-0.2197514523658132,-0.13182415480803997,-0.5682685547095654,-0.4742877070420467,0.22917885745500996,0.08255775020219269,0.05410171816494134,0.40391504859768385,-0.4113242033984132,0.201,-0.63,0.084,0.706,-0.813,-0.062,-1.009,-0.936,-0.222,-0.145,0.184,0.313,-0.008
CNP.N,0.4888253826609711,-0.8278489204841666,0.8305582824692996,0.9951658151381056,-0.06599166091969193,0.3446635443896974,-0.16625301857461064,-0.05563040380519629,-1.1889032377034698,-0.9250017987609206,-0.13239241975728056,-1.03245513527214,1.160093463000868,-0.36175532154147616,0.4441237944983726,-0.855,-0.34,0.998,-0.524,-0.569,0.055,-0.961,0.873,-1.158,-0.316,-0.093,0.327,-0.424
BA.N,3.0078580255871876,-2.7032973537703766,0.41022761026489946,3.658455993372344,2.353321899430764,2.7122821376588884,-0.3800546860289473,-1.4692561388636465,-3.4744049936006873,-3.601617293166058,0.3846336340316108,-1.7278999317128991,2.7960687993148228,-0.2756973002561139,1.3971922730527262,-1.816,-0.482,0.793,-1.758,1.158,-0.693,1.087,-0.002,0.935,-0.24,-0.333,-1.333,0.478
CAT.N,-0.3286743871186616,-0.32552858795914436,1.9853902709282258,1.077659673971613,-0.08977248755032152,-0.04071888026285994,0.3348407983106101,-0.21616472051954844,-0.44636982134560216,-0.9123462092106452,0.9796062993130868,0.2857190432933185,0.7248438529616047,0.739568673831479,0.41337001881988134,-0.23,-0.297,0.361,0.797,1.248,-1.008,1.105,-0.179,-0.045,-1.009,-0.181,0.053,0.66
KEY.N,1.2430057894284292,-1.1797184618991277,1.7079082820122966,2.7041332031194645,0.850627946620841,1.117917442389985,0.1522989100746166,-0.372077059043362,-1.8292724147980408,-1.9374894506112788,1.1122634728813747,-0.1369260316701054,1.4877384987856115,0.8939314856291329,0.8605932416719179,-1.045,0.195,1.287,-0.829,-0.713,-0.223,-0.078,-2.052,1.67,-0.897,0.3,-0.669,0.738
DVA.N,-0.8933680197032611,0.6837785734374718,0.8910890178012794,-0.2064355966270324,-0.013089198453676777,-0.25129270845891916,-0.27954398341572356,-0.4577136006969987,0.010578766444253393,0.19082665016385547,0.35911747350821416,0.6431912457335827,-0.5680779869667468,0.46136635935816034,-0.5425582750748752,-0.43,-1.416,1.177,1.281,-1.562,0.976,-1.491,-0.513,1.36,0.955,0.749,0.777,-3.39
CMS.N,-1.1540610257256447,1.1005295217646462,1.2190181018880526,-1.0262462969579622,-0.3062187930540264,-0.35969661687302673,-0.5959194626812194,0.2087947367774341,0.2089898797905158,0.43526748025859624,-0.5419834974076189,0.07636983665184795,-0.9198295539642133,-0.23768954882405802,-1.0489514285785921,-0.88,-0.298,0.93,-0.249,-0.595,0.042,-0.583,-0.054,-1.14,0.059,0.124,0.022,-0.67
CDAY.N,1.4683518767052652,-1.3634729856446235,-2.285555613403796,1.1821630478190257,1.0229954637095091,0.8174663066276102,-0.42949053734470644,-0.6826828311975875,-1.2210426083103474,-1.0985828794911494,-0.8166109269135006,-0.9831911297062549,0.21903145962103662,-0.16807079255787533,0.6741553242513803,-1.171,1.382,-0.332,0.287,-1.195,-0.843,-0.847,-0.581,1.664,-0.994,2.332,2.757,0.665
MMM.N,-0.8440529961080039,0.5764198477828175,1.0330432079944238,0.010286941903484441,-0.22240815267603029,-0.34435489714240186,-0.32610180237560543,0.05268379067669483,0.1910267920952057,0.1282308346643582,-0.015567984937219661,0.16451105902518723,-0.37291122053172077,0.09194803742025037,-0.3801743586403756,0.449,-0.45,0.201,0.268,0.64,-0.163,0.384,-3.258,-0.544,-0.717,0.52,1.288,0.324
PARA.OQ,1.7439417679929186,-1.8064749611084827,-0.034804993639517015,3.1982057726161846,1.2417495205621807,1.8345593435559215,-0.4867156478337379,-1.625511481395907,-1.6967519526874604,-2.615642449284275,0.3912787397549025,-0.9373832801210827,1.6937766315643579,0.1802314847335556,1.7913126420483036,-0.672,-1.645,1.378,-1.299,-1.083,-0.446,0.138,-1.147,2.251,-1.644,3.207,2.388,-0.556
VRSK.OQ,-0.4393271494505523,0.20294011613385082,-0.41331027437312107,-0.749481394688222,-0.29905727687503847,-0.25326204114363327,-0.27006483353332383,-0.130440469131433,0.3494370150926227,0.497437744704905,-0.672793862850503,-0.2739313795882328,-0.5942997292673605,-0.6205367195652347,-0.5455632076505734,0.29,1.877,-0.362,1.385,-0.204,1.633,0.134,1.031,-0.628,1.801,-0.821,-0.903,0.299
RL.N,0.8771307990915124,-1.1469009276281494,0.8575441507071766,2.210398362180523,0.9743793481441843,0.7519454090406447,0.13946106716691525,-0.740682589917004,-1.8216469997806994,-1.5306568461410908,0.6454643882168573,-0.13468473801516553,0.8897872694752242,0.3135454158223331,0.7319040584411859,-0.147,-0.973,0.25,-0.115,-1.528,-0.123,-1.387,-0.294,0.64,-0.196,2.135,1.561,0.448
CF.N,0.07305995222851115,-0.8611732631947078,1.809429455090903,2.3082314282560956,-0.49265533228712766,0.1807643660050049,0.2347316528100293,-0.16508767651061698,-1.0400317842904907,-1.0823833693421643,0.7593053410087511,-0.8546963374729943,2.046537420834946,0.5382950847840039,1.49679434007596,-0.209,-0.686,-0.095,0.065,-0.686,-0.355,-0.487,0.674,1.077,-1.25,0.327,-0.899,-2.826
PG.N,-1.5679124820927006,1.1977439801944678,0.9428481559094135,-1.471362606136322,-0.7932932480332867,-0.9730407173489527,-0.20189770552200534,0.39958372740724263,0.830707066980771,1.0995313387300196,-0.2517163366657719,0.6053762628722288,-1.293276991627268,-0.15322630066632997,-1.1759538133526328,0.44,0.548,-0.604,0.817,2.267,0.582,1.649,0.621,-1.707,0.222,-1.597,-0.383,-0.082
AAP.N,0.1784151438849933,-0.19207935611579582,0.5701051533421748,0.5876066393044166,-0.037377906465598396,0.2864463938516237,-0.39670437628661126,0.3125743063253142,-0.685942056197725,-0.6472399971182111,0.1458335560720229,-0.300337064565605,0.48590964782930396,0.2902052806179092,0.2889967958869992,-0.353,-1.22,-0.151,-0.08,-1.313,0.294,-0.86,-1.122,0.352,-0.24,1.616,-0.069,-0.793
TXN.OQ,-0.4105932146235776,-0.016284155952663647,-0.21951167591173357,-0.2771308887203708,-0.4020800533897103,-0.6027763593970561,-0.07552879711280855,-0.1373778699563543,0.16934681773569754,0.1746648162226998,0.08608273469971536,0.1816123444411621,-0.2674155541142941,0.02392212478034009,-0.12577015617280857,3.104,1.232,-1.021,1.069,1.426,-1.506,1.874,-0.418,-0.405,-1.274,0.389,0.95,0.964
URI.N,1.934854099904988,-1.9909035383597062,0.525276129179327,2.603257549294194,0.7942273481695529,1.3210643804287063,0.04935472369833264,-0.6874213782835357,-1.7698625546995537,-2.3306282008414634,0.4217686048759578,-1.121100047390983,1.9907687249143098,0.28687610805573377,1.4842562843236016,-0.089,-0.291,0.556,0.085,-0.313,-3.375,0.073,0.272,0.827,-1.585,1.722,1.77,1.069
EA.OQ,-1.2923232540952065,0.5717162258989004,-0.05248776755028729,-0.7540272167880737,-0.29772034458935,-0.567429759754212,-0.4206940965380784,0.09426986264485537,0.7430309445709624,0.508855867545337,-0.6846637489670366,-0.34745190234219125,-0.5061203997244126,-0.5247238301666408,-0.31021922017711384,0.74,0.595,-0.984,0.191,-0.01,0.437,0.516,-0.187,-0.955,-0.609,-0.418,-0.446,1.021
CL.N,-1.7721058734362793,1.1694279923599022,1.0942889486320329,-1.2878848272821914,-0.8608830408005285,-1.0477376643997727,-0.20505376384766302,0.49464893269901017,0.8048371527270342,1.1700137818902963,-0.22245760380618584,0.5327651730900672,-1.1539688453907146,-0.043054054823442434,-1.0788565770991307,1.078,0.313,-0.349,3.676,0.633,0.462,0.711,-0.062,-1.89,1.995,-1.216,-0.765,-1.009
ANSS.OQ,0.45684577566249496,-0.34792152503055657,-1.7289032344371422,-0.735875651519389,0.05351281627517288,-0.25651131095172164,-0.36915045327133233,-0.5079909054315535,-0.013533964402082897,0.03503689994196652,-0.6528868443979123,-0.28036013975004986,-0.5599008381333352,-0.28677863741293097,-0.4736312459660846,0.197,1.708,-1.356,0.252,-0.464,-1.924,-0.29,-0.047,0.473,-1.66,-0.989,-0.927,1.673
PNW.N,-0.5218553456944768,0.2472382774183965,1.252358143300715,0.24830746817938,0.1451089257796395,0.23485549544421133,-0.6397871472361335,-0.0029692460624069373,-0.43225799667067943,-0.12101846883672224,-0.6901574667659384,-0.727208815180954,0.02047803143336848,-0.5578803843789011,-0.4348381695365717,-0.836,-0.353,1.051,-0.751,-1.326,0.123,-1.698,-0.132,-1.066,0.301,-0.128,-0.637,-0.911
FDS.N,-0.3459906529898235,0.10420482057395333,0.029243094382835375,-0.36968956587402524,-0.18118990289236944,-0.050601904335558376,-0.21071779613775776,-0.17791023009614923,0.26909149432385904,0.07395900785850021,-0.8083397714668838,-0.6343034798206456,-0.260653343918103,-0.5977287869233204,-0.501268685354378,0.97,1.392,-0.304,1.177,-0.768,-0.827,-1.046,0.956,-0.511,-0.705,-0.608,-0.942,0.767
ISRG.OQ,1.2500669074137167,-0.9641363507902699,-1.2330857012446468,0.2502064610971997,1.0918657789423802,1.1387286392859124,-0.8522665422590279,-0.7794791231436956,-0.9295661167427538,-1.0560450844589333,-1.0595238661066588,-1.321853903218752,0.38536536212892314,-0.7591271949333418,-0.12177929074766412,0.722,2.278,-2.903,0.816,0.974,3.388,1.15,0.616,0.521,0.87,-1.159,-1.092,-0.355
MSI.N,-0.36234610446817866,0.15627005757333243,0.4578302597366698,-0.1446189818771807,-0.10523294574598194,-0.2813872455951891,-0.13760225563744763,-0.16431492338104223,-0.15335762963681152,-0.017193495701564948,-0.021660386341020795,0.17230639159899427,-0.39162751054683786,0.09223309103959645,-0.39697596518661166,0.606,0.679,-0.254,-1.758,0.225,0.772,-0.122,1.871,-0.707,0.316,-1.25,-0.561,-0.45
AWK.N,-0.540911498856317,0.8320663343657801,0.42035798366397514,-0.9443732919504684,-0.0004364955903635567,-0.011990479575174406,-0.789913773174319,-0.19827846252966125,0.029984567268269514,0.36549752243788436,-0.9214324089291893,-0.2666378609083964,-0.9213666347834628,-0.32948494714854526,-1.0868269420638461,-0.849,1.203,0.597,0.01,-0.199,0.269,-0.589,0.082,-0.799,-0.089,0.136,1.201,-0.547
RTX.N,0.5066462607089699,-0.7305333116249498,1.4038615288573997,1.7120498374595712,0.22446522756903275,0.5372941005009246,-0.001699579461470842,-0.2683825276768882,-1.3562046172407138,-1.2240974039567578,0.4802652508683869,-0.3724392041155415,1.013358355752288,0.12798874678942543,0.4520310824106167,-0.691,-0.275,0.14,-0.437,1.416,-0.087,0.633,0.568,-1.002,-1.007,-1.541,-0.292,-0.587
CMA.N,0.8699109492796189,-0.9499734031349375,1.6812414675816272,2.809193026681002,0.3867896765289296,0.5230070514967841,0.8034855470037205,-0.31184397208227593,-1.6317113282218518,-1.755318181483494,1.7214686651469209,0.450938724465685,1.4379842224067652,1.3272778325946373,1.2356643426608498,-1.068,0.361,0.668,-0.591,-1.309,-0.811,-0.445,-1.718,1.982,-0.94,0.264,-0.621,0.418
CB.N,-0.2652864328362743,-0.21363511592847792,1.5297548299061396,1.007116207375837,-0.05806729822255238,0.1837372451926687,0.07422760050820541,0.2593762443852349,-0.7527875509093851,-0.4213355399285299,0.4488892995372184,0.14339646861937136,0.24857503085219726,0.1495492529249694,-0.04283179286526467,-0.849,-0.313,-0.078,-0.511,0.951,0.47,0.419,0.778,-1.254,0.303,-2.07,-1.61,-0.479
MET.N,0.850343129217192,-1.0856341221132644,1.5652996005335835,1.7586884443563275,0.3701102558104873,0.6943861887745211,0.4155165050351647,-0.25975360287995203,-1.55862365379128,-1.3627827007287134,1.2435623408708336,0.23496142776850792,1.1325001775048447,0.6415861689338773,0.6323389547701851,-1.108,-1.23,0.718,-0.379,0.491,-0.455,0.406,-0.754,-0.594,-1.705,-0.647,-0.197,0.942
AVGO.OQ,0.631369377569438,-1.0843690160417343,-0.7578728203527962,0.4778010707143383,0.36495517952951817,0.4694096667694133,-0.45575290259558865,-0.2854761854211849,-0.5949594589355817,-0.6410963889853559,-0.4922178744426192,-1.0075020503354362,0.6665370737242149,-0.4618907577352281,0.21440109638954138,1.638,1.158,-0.053,1.062,1.853,-0.169,2.212,1.811,0.053,0.249,-0.428,-0.377,-0.622
FTNT.OQ,0.7856573578558583,-1.3778141558392611,-2.1854347361604556,-0.2792908760796925,0.02159197161035946,0.226386091805626,0.13366675023783203,-0.3436373802890045,-0.03337974339947099,-0.4155288705237521,-0.8393230686163701,-0.9621795680558307,0.1605678633622009,-0.08383728604374864,0.6779083379165565,0.555,1.553,-1.585,-1.758,0.109,0.139,0.558,1.608,1.257,0.711,0.098,0.236,0.949
PNR.N,0.6107620880369242,-0.2902822590057044,0.42487648626182156,1.0881495285974174,0.5467373298427389,0.90447590722946,-0.7615129513059593,-0.5519283244242642,-1.0868575367036297,-1.0794160498151113,-0.3352383408386414,-0.7452898760546904,0.49812678723573134,-0.07487266332239373,0.5208977491216762,0.476,-0.508,0.425,-0.204,-1.471,0.347,-1.047,-0.326,0.177,1.815,1.318,1.75,-0.393
APD.N,-0.5799426791708283,0.1586679958462529,0.47162110599889634,-0.4776772458465794,-0.00811273982752264,-0.2637337109007036,-0.009556762237110996,-0.17511526085409426,-0.07898120205229703,-0.13817195166987759,0.022314439264386053,0.24599753447056835,-0.43913801286399956,-0.045655314909849185,-0.31611822476650125,-0.069,0.795,-0.42,0.365,0.671,-0.11,0.025,-0.177,-0.611,-0.556,-0.761,-0.447,2.552
AMD.OQ,1.3304764864714635,-1.0497972501895279,-2.4746322050545158,-0.21299893806637324,1.2204303097588685,0.8905767582333683,-1.0048275475143622,-0.7750811096516137,-0.28577088864766725,-0.8781287386556622,-1.0584685838781296,-1.2701468713242299,0.31405617224304017,-0.5786502730291471,-0.24541239185379646,2.763,0.579,-1.645,-0.514,1.078,-0.171,2.914,0.936,1.934,1.048,0.212,-2.493,-1.02
CBRE.N,1.1461874837276418,-0.9031799297624236,0.6774488285732349,1.596501262711846,0.8891539706289759,1.2312366823914889,-0.5394188348875436,-0.7619101765180654,-1.6587975556553003,-1.6634655203399034,-0.13823226455217624,-0.5884206769077264,0.5287369008336517,0.30505234388654723,0.39379090390289045,-0.009,-1.226,-0.34,-0.124,-0.325,0.159,-0.744,-0.465,0.068,0.799,-0.054,0.634,0.307
PH.N,1.222738499410649,-1.3052449781986517,0.8301664167132528,1.983573284727829,0.6398445207327268,0.9112627335932899,-0.0918715322874529,-0.44778008508315437,-1.8823511004562774,-1.749594703140744,0.3606653220320669,-0.6918887928927662,1.30982287914038,0.23051384764054964,1.2047087239830192,0.192,-0.255,0.511,0.174,0.088,-0.844,0.059,0.26,-0.168,0.398,-0.788,-0.828,0.625
